v_norm,a_0,w_s_eff,t_0,alpha_gain
1.0842427,1.1535373,1.439304,0.3794489,0.606625
1.031643,0.981487,1.363855,0.39513215,0.69163936
1.0700091,1.1120881,1.4524927,0.4033426,0.5977196
1.2235818,1.0968539,1.4958153,0.40785924,0.5540417
1.0908648,1.1707382,1.3047615,0.34325117,0.6002912
1.1550756,1.0494708,1.3413486,0.39487684,0.6035291
1.2016433,1.0629585,1.4771746,0.39076316,0.5952576
1.0302942,1.0328914,1.4525819,0.41235995,0.59075165
1.1255195,1.231042,1.4722108,0.3311997,0.63246864
0.98420984,1.1575992,1.3790572,0.35387877,0.66367465
1.1271368,0.9934771,1.4175642,0.397255,0.6012065
1.2561162,1.0716716,1.3809668,0.41615856,0.5782934
1.0863115,1.0509331,1.4494942,0.37707913,0.66264015
1.0626208,1.0872566,1.4576688,0.37196267,0.69889617
1.1051258,0.99032545,1.427531,0.41249865,0.6674426
0.93812823,0.9840264,1.455763,0.401345,0.7154261
1.1662968,0.9839909,1.4260135,0.40700763,0.69840014
1.2222416,1.1699636,1.4481556,0.3747976,0.544021
1.0275041,1.0956665,1.4984591,0.36663625,0.69355166
0.90719885,0.8918542,1.4778146,0.42961124,0.7497251
1.2835075,1.0518181,1.4722761,0.4161885,0.58811754
1.1753663,1.0652746,1.4356588,0.401776,0.5865634
1.215396,1.0667584,1.4692245,0.40137926,0.55904937
1.0921172,1.1349803,1.4732378,0.36481008,0.56556803
1.1306174,1.1346806,1.4440887,0.3632445,0.5650662
1.2472974,1.057761,1.4659851,0.4111752,0.56462264
1.2167449,1.1253089,1.4126878,0.38890135,0.6022366
1.0005871,1.011461,1.4129007,0.39481515,0.61213213
1.0865066,0.9644803,1.3877748,0.40657467,0.6764478
1.0428091,0.9942606,1.4538717,0.39591435,0.6362331
1.1478753,0.97722423,1.4822911,0.4169088,0.5996255
1.0352957,1.1491668,1.4773767,0.375189,0.6101386
1.1187867,0.9772807,1.495475,0.43742654,0.56027913
1.1556236,1.086244,1.4512398,0.40306535,0.55878127
1.2632239,1.1493499,1.4853903,0.39051375,0.50648516
1.0350834,0.9980114,1.4109333,0.42098042,0.63088953
1.0302999,1.2170955,1.484298,0.3196227,0.6430085
1.2063099,1.0611272,1.4904225,0.400159,0.62565845
1.0474035,1.0263784,1.4866463,0.39173818,0.6862283
1.1485558,1.114074,1.4435282,0.39861056,0.6019984
0.97484183,1.1548028,1.496532,0.37367722,0.6815222
1.00187,1.1757352,1.4419286,0.36131507,0.6853062
1.1205678,1.086206,1.4453179,0.3919927,0.60002065
0.86612725,1.0441468,1.3100786,0.36779934,0.72284067
1.2091894,1.0703716,1.430972,0.40705618,0.5934707
1.1771431,1.1956899,1.4725193,0.37468538,0.56945
1.0790311,1.0056028,1.4183787,0.4121254,0.6173395
1.1878159,1.1674182,1.4865872,0.38314855,0.58504874
1.1066914,1.0554773,1.4487189,0.40338972,0.63049024
1.054338,0.95037395,1.4568864,0.42113975,0.6548722
1.272566,1.0934283,1.4662949,0.42234233,0.5555099
1.2464653,1.1440934,1.4821616,0.3707431,0.5546698
1.0110013,1.0771079,1.4480122,0.38965744,0.6641984
1.2177957,1.1139814,1.4509557,0.40126902,0.5742213
0.99880147,1.0056887,1.4907157,0.38605598,0.67397714
1.1353383,1.0588056,1.344747,0.40009752,0.62363267
1.1589345,1.1511542,1.4462334,0.38459972,0.5655969
1.2143968,1.054442,1.4687352,0.41627017,0.5578355
1.1321203,1.0368168,1.4688824,0.38832578,0.6026307
1.1156539,1.050126,1.4717962,0.41305995,0.65299124
0.94501966,1.0625448,1.4530549,0.38508943,0.60441005
1.097651,1.2194525,1.4845048,0.36905745,0.646826
1.0656439,1.1042823,1.4997705,0.35775954,0.6938234
1.138139,1.1600773,1.3628261,0.35783717,0.59108484
1.0319619,1.1320939,1.4349293,0.36446518,0.68011785
1.2045492,1.0231948,1.4860532,0.4264246,0.5673734
1.111213,1.1323936,1.4949116,0.40643653,0.5218392
1.0602607,1.1471719,1.4649636,0.36388853,0.63460183
1.0746328,1.1061774,1.4364696,0.36497384,0.5979962
1.1476175,1.1394219,1.4681966,0.36328486,0.5771974
1.22426,1.0935267,1.4180292,0.39557055,0.55402327
1.1285039,1.0897276,1.4565237,0.37840876,0.64226484
