v_norm,a_0,w_s_eff,t_0,alpha_gain
0.75756955,1.6388639,1.3118055,0.27871928,0.54113495
0.77618396,1.4234434,1.4006882,0.32760322,0.53325355
0.7953582,1.5244838,1.4041256,0.3173397,0.5308756
0.7775239,1.4941707,1.3133291,0.30024996,0.55311406
0.67260706,1.4721129,1.3963255,0.3028199,0.5761274
0.6424275,1.493504,1.4355049,0.31701395,0.52661806
0.6257474,1.2878757,1.27148,0.3410654,0.5999954
0.82757217,1.5382854,1.2006592,0.3158266,0.5254052
0.74009854,1.3987736,1.3888227,0.3418855,0.5625
0.7076257,1.3878524,1.4882169,0.3812391,0.5148076
0.8757366,1.4375848,1.4445167,0.3393956,0.5993985
0.91093576,1.583972,1.2878251,0.3052484,0.54438543
0.7455573,1.5311654,1.4620385,0.32792264,0.539209
0.7425667,1.3205274,1.3467677,0.37640253,0.5582492
0.7353589,1.4053869,1.3110682,0.34569573,0.5603821
0.7698302,1.3798234,1.4415051,0.36168253,0.5418559
0.7909118,1.3367207,1.2379103,0.36844337,0.501446
0.828195,1.6206752,1.480066,0.31875855,0.5031086
0.75615984,1.4863691,1.2344348,0.33558443,0.50563854
0.6956006,1.3920618,1.4388281,0.32585853,0.5779879
0.73026377,1.467736,1.4344785,0.34804103,0.54836
0.7848481,1.6281636,1.4208627,0.27939332,0.58403456
0.7782887,1.3847163,1.3502727,0.36102176,0.5455653
0.7946993,1.555394,1.4934894,0.3014266,0.5086976
0.76499003,1.2655839,1.3548808,0.40038946,0.5142616
0.8279504,1.4403466,1.3946,0.35616228,0.5455014
0.79310644,1.599346,1.3868637,0.2930048,0.5403337
0.7644125,1.5120515,1.387324,0.33614963,0.50740856
0.82652164,1.5874333,1.4769382,0.31708494,0.5574222
0.7539863,1.611908,1.4427781,0.2813994,0.5783249
0.7307482,1.5614945,1.4350675,0.29994395,0.5504352
0.7619152,1.3094711,1.3373249,0.37973163,0.518012
0.8304868,1.6440896,1.496158,0.2902404,0.5778568
0.69514614,1.3975929,1.3276029,0.33814973,0.5489074
0.7839198,1.4697702,1.4883012,0.34699357,0.51467973
0.73650473,1.5606027,1.4307802,0.32907397,0.50239676
0.72976756,1.5210906,1.273652,0.28009495,0.559827
0.62146133,1.2052687,0.94816655,0.38273552,0.5474161
0.8454864,1.6434648,1.4360387,0.31466636,0.522681
0.7061014,1.3301826,1.2544577,0.33203304,0.55764073
0.88723665,1.6080445,1.4157856,0.30746478,0.50682336
0.6757036,1.4678586,1.4981208,0.304644,0.55128
0.7043507,1.4263737,1.3303297,0.30661488,0.5403451
0.90684825,1.4658056,1.3365006,0.35849375,0.51164967
0.74137783,1.5371189,1.3737463,0.29013133,0.54026514
0.6643595,1.4015982,1.4254107,0.33814353,0.56438863
0.67461646,1.2770455,1.4369985,0.34680966,0.5893105
0.7043213,1.3672649,1.3373163,0.37216914,0.5184556
0.7853786,1.668839,1.2682664,0.29459888,0.5254085
0.7306969,1.4087782,1.3945184,0.3566572,0.57961357
0.80268157,1.5864781,1.4967864,0.27847427,0.52949995
0.7855926,1.5123887,1.4639996,0.32708335,0.53472054
0.662064,1.4552331,1.3182248,0.32703024,0.53309727
0.7389802,1.4653027,1.3580953,0.33090246,0.52134204
0.77733874,1.4963382,1.377392,0.3251495,0.50227445
0.8567469,1.7162731,1.4552709,0.30100307,0.53418434
0.86421704,1.5675372,1.1839222,0.34296048,0.5269434
0.81416994,1.4902337,1.3312116,0.31747055,0.5416766
0.75725764,1.3152658,1.1826768,0.38008833,0.5682284
0.7951178,1.565436,1.4601679,0.30376035,0.5564286
0.8060056,1.6128781,1.4289962,0.3129236,0.5057547
0.81858784,1.5598186,1.4603183,0.33110237,0.51425093
0.7420995,1.5319457,1.3822227,0.32391414,0.50407267
0.6740239,1.3254033,1.4654824,0.35289642,0.54088026
0.81191856,1.3326067,1.3951017,0.36379954,0.5369376
0.69316226,1.6005862,1.47444,0.31350777,0.5755645
0.8113841,1.5213333,1.2157465,0.32190186,0.54611915
0.74117064,1.5610554,1.4770254,0.30396155,0.5232285
0.7710418,1.3574815,1.4929018,0.3553694,0.59675175
0.6351263,1.3114797,1.3263987,0.3139231,0.57734925
0.67689604,1.5925117,1.4063461,0.32741547,0.5076115
0.7018199,1.3401296,1.4129057,0.35382304,0.508325
0.69369906,1.3823458,1.4493693,0.32606807,0.518743
0.77486545,1.516634,1.4330854,0.3147274,0.53802085
0.79411864,1.5358759,1.4329981,0.3402495,0.5375614
0.8982186,1.5438943,1.4271929,0.34913307,0.546511
0.8291751,1.6850139,1.4176055,0.31212863,0.51041454
0.82554233,1.4146444,1.3563584,0.3567366,0.5519501
0.7471255,1.5805337,1.3767002,0.30329558,0.5214779
0.8158343,1.5567795,1.393527,0.30630904,0.5449916
0.7636516,1.4798301,1.4232315,0.32783964,0.57651216
0.8037323,1.4997195,1.3966559,0.30896127,0.531808
0.793566,1.5209504,1.4868472,0.28498745,0.54996115
0.799859,1.6484578,1.4744549,0.30844492,0.5093291
0.6311062,1.4485911,1.3990566,0.34968007,0.5470023
0.77039564,1.4634658,1.4308705,0.3197086,0.51191837
0.77792907,1.5351754,1.3809793,0.33661762,0.5117434
0.8020731,1.4880232,1.4925985,0.31844246,0.52419436
0.81473637,1.68196,1.473811,0.28203112,0.5526168
0.74306786,1.4294477,1.4166723,0.33525607,0.5005559
0.6732329,1.3433748,1.2322457,0.35537228,0.5763842
0.754685,1.3391598,1.3243401,0.33615813,0.5740645
0.8268679,1.514817,1.2636772,0.3031597,0.5602791
0.8312824,1.4816319,1.4511023,0.3377099,0.53328437
0.7989644,1.6077197,1.4555609,0.285698,0.5736199
0.70635676,1.4378008,1.458439,0.34298977,0.54006714
0.629296,1.2782964,1.3198727,0.3551565,0.545276
0.6863493,1.3824579,1.3977305,0.35525018,0.57089525
0.7332751,1.2592261,1.3443909,0.3860604,0.5522883
0.7139962,1.4494416,1.3539538,0.34767064,0.53653085
0.7543673,1.3676739,1.3374214,0.35034063,0.5364483
0.68750143,1.4351611,1.4144238,0.36162966,0.53285223
0.68036646,1.5357462,1.470542,0.31534982,0.6122369
0.8046759,1.50113,1.2973123,0.30784047,0.5329362
0.7177004,1.3149728,1.2498257,0.29840183,0.5894765
0.7537361,1.2359462,1.1468822,0.40557984,0.5091949
0.8447538,1.7085949,1.4837798,0.29333195,0.5153223
0.7033564,1.5636585,1.4746345,0.31063738,0.52033156
0.70572925,1.4696202,1.4493277,0.3081092,0.5850484
0.83742857,1.5192862,1.3935888,0.33731118,0.542715
0.6600426,1.3529416,1.391347,0.3088928,0.5483098
0.788054,1.4189508,1.3806317,0.336992,0.5445672
0.7332163,1.4007843,1.4421902,0.32513908,0.59712595
0.7896306,1.4241699,1.4208891,0.36264193,0.5005662
0.7606845,1.5072925,1.412614,0.28835618,0.5742062
0.73326224,1.3715159,1.480221,0.35721627,0.5419025
0.8162204,1.531002,1.3886788,0.3425423,0.543011
0.71619105,1.4942257,1.2033097,0.3187941,0.5496418
0.7213303,1.5194124,1.2779492,0.28638694,0.60700136
0.70676786,1.5833528,1.4441315,0.2884667,0.5013617
0.81241786,1.5248185,1.3039372,0.31117898,0.5357776
0.69576377,1.4271076,1.4512541,0.30898067,0.6038493
0.69733006,1.419658,1.4206125,0.33892375,0.5301533
0.7547837,1.3671483,1.4548848,0.36168393,0.5455802
0.7149451,1.4233147,1.3083025,0.3415391,0.544227
0.75375205,1.7382,1.2191204,0.27181575,0.502015
0.7333372,1.3871456,1.4402294,0.33775437,0.55932933
0.72552145,1.4689689,1.4465026,0.36570606,0.509619
0.8340897,1.4743366,1.4667734,0.3443102,0.5157653
0.66185176,1.8136326,1.4870241,0.21425936,0.57863915
0.81521106,1.4002427,1.4136841,0.36175925,0.5224471
0.7313691,1.3676845,1.3141704,0.3419432,0.51008064
0.7399055,1.4345813,1.1836804,0.33947808,0.5186027
0.80154365,1.6074227,1.404262,0.3236563,0.50958014
0.66703796,1.2674645,1.1034173,0.36184022,0.5125516
