v_norm,a_0,w_s_eff,t_0,alpha_gain
0.65780336,1.1077204,1.4524306,0.42008874,0.7886506
0.6963972,1.4535491,1.4558905,0.33630702,0.66186404
0.7118596,1.3437823,1.4391699,0.3520452,0.67879385
0.60790634,1.3010877,1.4684368,0.35813653,0.75225484
0.5833759,1.2470663,1.4602671,0.38489428,0.7475985
0.6326855,1.4528883,1.4714954,0.31206128,0.6933828
0.7252098,1.5542897,1.4900606,0.31150845,0.5979018
0.6393662,1.4630594,1.4907534,0.34425703,0.68700135
0.58670336,1.3699678,1.3682253,0.36233035,0.6845483
0.6986559,1.4456583,1.4670888,0.32341194,0.69379026
0.6696642,1.521971,1.4413218,0.32255152,0.5917875
0.6464524,1.4916605,1.4745239,0.33158085,0.6759832
0.59637845,1.3653222,1.4997358,0.36707368,0.7064069
0.57012564,1.398919,1.4366609,0.32054415,0.78358394
0.6430386,1.4727743,1.4750538,0.349423,0.7011621
0.53337055,1.4064144,1.4007503,0.3583559,0.67602277
0.61458445,1.3382151,1.3620857,0.36173433,0.63405055
0.6373611,1.5047398,1.4879792,0.32216612,0.6101812
0.65309346,1.4920386,1.4015112,0.34121,0.6177242
0.5926257,1.4722362,1.4454881,0.26790038,0.72154665
0.6739631,1.5942248,1.4631182,0.29227918,0.60469925
0.61649406,1.4988126,1.4670004,0.33618408,0.5945873
0.6691448,1.4495807,1.3971485,0.35455897,0.6109401
0.63385683,1.4632303,1.490812,0.33202085,0.657069
0.5378105,1.4168423,1.4334345,0.3511887,0.63167256
0.66762924,1.4280342,1.4448421,0.35252616,0.6851128
0.63960606,1.4333684,1.4921539,0.3053013,0.7410342
0.7504853,1.4938363,1.494973,0.31271735,0.675836
0.63037467,1.1668884,1.4894978,0.41334906,0.7957535
0.54488665,1.3317487,1.482194,0.3568748,0.8254652
0.50574386,1.3876058,1.4562079,0.37546206,0.762726
0.6961399,1.3437504,1.4801754,0.38684323,0.6541275
0.7830384,1.4998453,1.4599347,0.3342987,0.56987125
0.55937964,1.2710928,1.4976745,0.36899996,0.73498553
0.672362,1.4635574,1.4597384,0.35902786,0.64477974
0.67200446,1.3447292,1.4758714,0.36881983,0.6916564
0.5421037,1.3835937,1.433191,0.3505914,0.73342806
0.6086643,1.3451679,1.3642699,0.33859897,0.72537667
0.5928701,1.4068155,1.4522098,0.3358169,0.707392
0.61883664,1.3565685,1.4443905,0.37582225,0.65423715
0.5566225,1.1774728,1.4887617,0.42112708,0.6812312
0.62295336,1.3792084,1.3842715,0.3478311,0.65948427
0.6117343,1.3665613,1.4175086,0.36741516,0.5911763
0.57951593,1.4685082,1.4532199,0.31368837,0.6824767
0.65292394,1.3579102,1.489781,0.3774759,0.61765194
