v_norm,a_0,w_s_eff,t_0,alpha_gain
0.49947888,1.554943,1.4424589,0.49788982,0.6585547
0.43617487,1.4598006,1.4451232,0.48864955,0.8091947
0.43545252,1.6240962,1.4915874,0.40386346,0.7943393
0.48662508,1.3596362,1.4822171,0.4929866,0.75826854
0.4426654,1.4353129,1.475057,0.50981605,0.80342716
0.38449627,1.6924368,1.4395682,0.39369887,0.71876526
0.46797237,1.60957,1.4966561,0.42430425,0.7383113
0.4507159,1.4207597,1.4882393,0.4998771,0.72607434
0.3249183,1.5597072,1.4899012,0.4119158,0.80075955
0.46192366,1.3201851,1.4775239,0.53448224,0.8330843
0.36735737,1.4694654,1.4919248,0.44879976,0.881647
0.4142513,1.4636395,1.351475,0.46040916,0.8257809
0.3134558,1.4223917,1.4881184,0.4447551,0.93989295
0.47792336,1.4973819,1.4333305,0.47239447,0.7404095
0.38984168,1.4615244,1.4790937,0.48151588,0.8132018
0.38256255,1.3604181,1.429695,0.5378577,0.7735505
0.39142284,1.4720893,1.4199872,0.46706894,0.78962153
0.5020379,1.3201504,1.4498175,0.4931661,0.83270055
0.3485516,1.4155785,1.415388,0.50417536,0.82519156
0.45663986,1.3852732,1.4877577,0.49960566,0.8486445
0.5023188,1.3278275,1.47508,0.5269124,0.7387178
0.3931115,1.4014711,1.4424824,0.5087493,0.7858325
0.4203323,1.1311244,1.4974169,0.5756653,0.7655742
0.5200433,1.3927977,1.4353693,0.50585026,0.6721748
0.4048571,1.5084823,1.3271836,0.5040034,0.7288632
0.45669845,1.4737756,1.4893047,0.5034923,0.7406239
0.31804278,1.4528439,1.4205734,0.44173127,0.85472345
0.44381458,1.6017399,1.4653388,0.44814652,0.70838064
0.3822365,1.4685609,1.403372,0.4618764,0.78550583
0.32958046,1.4195005,1.4442765,0.47354332,0.86151284
0.4438454,1.4871647,1.4996359,0.49620637,0.801409
0.42736107,1.5155135,1.4312663,0.47234914,0.738764
0.4117463,1.5930262,1.4911953,0.43628523,0.8086016
0.48659393,1.3727144,1.4184579,0.48739716,0.7509191
0.52431005,1.4220243,1.4081665,0.5413777,0.67577106
0.41847646,1.5724825,1.4973699,0.43148273,0.8164287
0.46603805,1.4767197,1.4958569,0.49173796,0.7196794
0.46106613,1.470052,1.3882703,0.46348223,0.7842539
0.3946319,1.4576719,1.4860704,0.48854592,0.7277349
0.33680427,1.5204012,1.4455948,0.4445871,0.79344577
0.5007448,1.5253706,1.4809619,0.4485561,0.73687565
0.4728639,1.4132831,1.4355652,0.49674192,0.80992126
0.43143383,1.3736103,1.3990645,0.51531035,0.7139074
0.4326897,1.4436743,1.4102812,0.5099784,0.736474
0.48441646,1.5646368,1.488662,0.42655408,0.82442486
0.38075662,1.4731104,1.487986,0.5057043,0.7499901
0.49590895,1.3030866,1.4557395,0.5410065,0.7962086
0.4139685,1.5213394,1.2712413,0.44021735,0.71162033
0.3903205,1.4764402,1.4999279,0.44989714,0.8570459
0.38628116,1.4341443,1.4697001,0.47374222,0.8108854
0.4250305,1.4742175,1.4837747,0.50262636,0.7135124
0.40509814,1.3602983,1.4371184,0.53493327,0.8185013
0.39826658,1.3554693,1.4726847,0.5173952,0.77487785
0.44557053,1.4670378,1.3787553,0.4667299,0.77653027
0.3924162,1.4886506,1.4904046,0.45117638,0.8316544
0.37799314,1.628721,1.4624302,0.4176011,0.81035256
0.41693616,1.5061443,1.4366946,0.50694245,0.7398851
0.33051044,1.3929889,1.4237406,0.45730236,0.9238415
0.40319362,1.371849,1.4308385,0.4796032,0.8963649
0.3976091,1.5022993,1.3625022,0.40489995,0.8527574
0.3544151,1.3530471,1.4817729,0.5037405,0.82558733
0.44543934,1.3090135,1.4398313,0.5250794,0.8030413
0.39152682,1.4833281,1.4279058,0.43406415,0.8546436
0.46563995,1.6050116,1.4772767,0.44761047,0.80188555
0.4375185,1.5445479,1.4684963,0.46087793,0.81098783
0.43224546,1.6368663,1.4150696,0.42106342,0.688832
0.40746936,1.176565,1.3352034,0.52736616,0.8115602
0.42646703,1.5310382,1.4615867,0.46516603,0.7494595
0.4656365,1.3700104,1.4067097,0.5144133,0.7759723
0.48492748,1.3907562,1.4759214,0.5106342,0.8145978
0.41688564,1.4015601,1.3760052,0.49457428,0.7421772
0.3818205,1.4841497,1.4651402,0.47312185,0.7461736
0.4767148,1.4022492,1.4094064,0.512688,0.73835623
0.35353872,1.3692318,1.4085449,0.49041808,0.78699625
0.40827662,1.5315031,1.4516095,0.46163416,0.81776536
0.4049789,1.5586084,1.4468418,0.42773888,0.7080619
0.36625552,1.5578136,1.4200019,0.4296067,0.77326334
0.36688963,1.4037069,1.4758149,0.46827006,0.8316899
0.4571234,1.1433568,1.4852614,0.552246,0.8655136
0.5186119,1.5060381,1.3402407,0.45647252,0.7456142
0.34969965,1.6479656,1.4913348,0.4313306,0.76588595
0.4777884,1.4661245,1.4904411,0.50297236,0.7384369
0.32094994,1.2980182,1.4432636,0.4561434,0.9757348
0.5786414,1.3322452,1.3987341,0.503237,0.7205909
0.35263246,1.409887,1.4994291,0.5052358,0.77961636
0.39267597,1.3446791,1.4995717,0.49773934,0.8078354
0.40439796,1.4766717,1.4892186,0.45951837,0.80642605
0.40145797,1.442466,1.4720263,0.4401486,0.83557713
0.36246413,1.2625691,1.3964254,0.51575536,0.88404393
0.4034827,1.4897712,1.4861066,0.44047552,0.7858145
0.39226082,1.6286027,1.4967953,0.42879048,0.7723176
0.43108,1.3999665,1.4819088,0.51493406,0.8495848
0.48249796,1.3884978,1.4298611,0.5029347,0.7416711
0.43378013,1.531462,1.4691559,0.5098737,0.69198734
0.39642215,1.400191,1.4759754,0.47761336,0.7674619
0.43752334,1.4697033,1.4916946,0.4903743,0.8506073
0.34163254,1.4438351,1.4810715,0.48075584,0.81633717
0.35665968,1.423542,1.434055,0.45271343,0.8465155
0.3430042,1.3653171,1.4813626,0.50681126,0.76087475
0.4340424,1.227919,1.4956872,0.50204575,0.8897978
0.5004336,1.5369797,1.4901967,0.45994925,0.72509694
0.40726358,1.1238055,1.496122,0.55311805,0.9353362
0.43017957,1.2503616,1.3785627,0.52018625,0.7056388
0.4167428,1.4381644,1.4719431,0.48461226,0.79030484
0.40275255,1.4817268,1.4214373,0.4713149,0.7947832
0.43286353,1.531637,1.4279467,0.4339309,0.83869946
0.37805787,1.2974548,1.4899824,0.53186107,0.73137516
0.37205642,1.2531772,1.4753112,0.5263931,0.87539405
0.34301847,1.3893933,1.467934,0.46397683,0.80988413
0.41170505,1.3694499,1.436211,0.48744717,0.8007474
0.3959414,1.4776876,1.4747342,0.45769554,0.78291625
0.42440873,1.5756347,1.4874576,0.45318368,0.7400221
0.4301662,1.3952459,1.4875416,0.51501185,0.74419934
0.48698184,1.4155278,1.3907255,0.4974544,0.7239052
0.48093864,1.555424,1.3921934,0.46561983,0.78391033
0.43840855,1.5391598,1.4971067,0.47444075,0.7956833
0.4652052,1.4423052,1.4722041,0.505724,0.7357394
0.48812658,1.5319355,1.4785995,0.49911222,0.6890499
0.38448286,1.1607674,1.3307654,0.5055751,0.9207911
0.4556916,1.4715867,1.4642988,0.5346182,0.70978534
0.32139474,1.4430182,1.4496166,0.49383608,0.80226964
0.44470805,1.4988341,1.4286424,0.4434938,0.8022767
0.5320019,1.4558035,1.4992073,0.51143694,0.70557696
0.37790537,1.3499459,1.4512123,0.4993133,0.8620141
0.34048837,1.3983501,1.3572592,0.5153908,0.767072
0.5326724,1.4566762,1.4366586,0.47390303,0.7613309
0.41260397,1.340279,1.451301,0.5285427,0.8163154
0.4231504,1.5203493,1.4552573,0.47139663,0.67101395
0.45036298,1.5553923,1.4634981,0.45673868,0.6955786
