v_norm,a_0,w_s_eff,t_0,alpha_gain
0.50782824,1.6888762,1.402187,0.41683027,0.7770863
0.43269634,1.5629889,1.4649063,0.45555818,0.82053393
0.42156112,1.3352578,1.4504849,0.52711993,0.85367894
0.48407045,1.6361014,1.41656,0.47050098,0.6849275
0.47381288,1.6115583,1.3799181,0.42351845,0.7708632
0.48801264,1.6248184,1.4929689,0.4613022,0.72794837
0.40559062,1.6164392,1.4505873,0.45308805,0.74256676
0.36235318,1.2979009,1.486964,0.4975876,0.8343545
0.4802823,1.6374588,1.4465358,0.40831056,0.7732076
0.4156037,1.3557228,1.438657,0.52625495,0.7800743
0.49335507,1.7454649,1.4734588,0.44597185,0.7212614
0.43340304,1.4812189,1.4036069,0.48794073,0.80257285
0.42643604,1.4894477,1.4879531,0.48208526,0.84188044
0.38567024,1.4499568,1.4519341,0.49794903,0.8868542
0.4050152,1.519978,1.4253229,0.4592538,0.8517346
0.4386259,1.7249545,1.4759053,0.38162223,0.78237325
0.42780688,1.5146766,1.4481723,0.4397925,0.8278517
0.40266943,1.7955087,1.438549,0.37542802,0.78404456
0.45607808,1.6734657,1.4482569,0.4292989,0.7942959
0.44163397,1.5505221,1.4740053,0.4212188,0.86030173
0.42003313,1.4487338,1.3688498,0.49501482,0.7774105
0.43544754,1.5543625,1.4367685,0.45843017,0.73771703
0.34629634,1.5810035,1.4299146,0.4051896,0.8842186
0.3746635,1.3996339,1.4524432,0.4789305,0.9928859
0.38382998,1.5769813,1.4321543,0.43685108,0.83114356
0.47514045,1.6372107,1.4671203,0.44206107,0.7275064
0.4244113,1.4217947,1.3927692,0.4574877,0.87036216
0.37679195,1.5445207,1.3928193,0.4306724,0.9231941
0.42814302,1.8588352,1.4942697,0.32909837,0.76273
0.4418333,1.4709266,1.3928142,0.46666598,0.75722396
0.42068917,1.4208083,1.4113865,0.46389243,0.7794511
0.41370735,1.5319991,1.4216534,0.4650656,0.7825532
0.4765521,1.6267444,1.4268377,0.4375643,0.7964445
0.3315099,1.6636595,1.3877094,0.3510043,0.8766215
0.48834613,1.4989372,1.4193707,0.5028414,0.7173232
0.47761536,1.4936875,1.4992567,0.49934494,0.76107854
0.49124008,1.5088255,1.4607064,0.43721232,0.7935708
0.4441939,1.3287703,1.4939111,0.5191238,0.90175635
0.3938571,1.469293,1.4222435,0.4597884,0.8247857
0.4024149,1.5286144,1.298459,0.46436387,0.73385847
0.46623656,1.5438669,1.4642202,0.43811387,0.80234337
0.4249506,1.7018113,1.4593117,0.4343955,0.7093933
0.44223508,1.475086,1.4130371,0.4728862,0.8285412
0.50755876,1.6425132,1.4036121,0.47438228,0.7643532
0.490629,1.5587056,1.3925309,0.46701378,0.78684664
0.4796032,1.488623,1.3821465,0.46950442,0.74767256
0.29538026,1.3759147,1.415892,0.4648368,0.9283146
0.48862684,1.4951768,1.3280301,0.4791467,0.6925527
0.402754,1.6400781,1.4886698,0.41589168,0.8086199
0.46234426,1.3048295,1.4874673,0.5284266,0.84976304
0.48837158,1.760555,1.4935632,0.40611598,0.736833
0.3458164,1.6582162,1.3377228,0.37112743,0.8641048
0.52414614,1.7021545,1.3646965,0.4546407,0.6503205
0.41506833,1.372471,1.3846126,0.504948,0.82009727
0.39458716,1.5868433,1.4766767,0.43061233,0.81414896
0.5294428,1.7765335,1.4581423,0.4341217,0.7666968
0.42238963,1.7415469,1.4642296,0.42517292,0.7974906
0.4356951,1.586754,1.4374171,0.43503276,0.730129
0.47208405,1.6269861,1.4650213,0.48476774,0.73786515
0.48071632,1.6657329,1.4670447,0.4458601,0.77887684
0.4690071,1.3734117,1.4742922,0.48410308,0.87432796
0.4131202,1.3709134,1.4292759,0.49784854,0.8729762
0.3275871,1.2625594,1.3663849,0.5362885,0.84213823
0.40607065,1.4605573,1.3765932,0.49530673,0.76823455
0.38030308,1.6415199,1.4667045,0.37504068,0.91305584
0.40558678,1.4829557,1.4731133,0.49055275,0.86272675
0.37758017,1.4581766,1.3632346,0.47216973,0.74521255
0.4599847,1.5375748,1.4702574,0.4755172,0.7857285
0.41538143,1.3821446,1.4470162,0.5259854,0.9347194
0.49540442,1.6923783,1.4681354,0.40426195,0.75720245
0.48479396,1.7248629,1.4897501,0.480421,0.65839666
0.34605,1.538953,1.4406699,0.46680492,0.6700272
0.48223427,1.4902011,1.3543918,0.4909543,0.7588879
0.44517082,1.4735643,1.3974288,0.43414602,0.7635069
0.37555656,1.6742613,1.4948019,0.40639526,0.8550295
0.35286903,1.5413353,1.4503144,0.41218153,0.85294884
0.33514777,1.519223,1.3610369,0.4573343,0.9602598
0.36549205,1.4924996,1.4547704,0.44053167,0.8150177
0.40837145,1.4566183,1.4554354,0.4808705,0.7528251
0.48365605,1.5972509,1.4394101,0.4347474,0.7426372
0.37663916,1.637086,1.3786656,0.40531784,0.8255637
0.3997476,1.5971384,1.4576255,0.44552386,0.7376295
0.44033748,1.430901,1.3997102,0.4973378,0.76542157
0.39903465,1.5262736,1.4552295,0.42125532,0.81151706
0.4587076,1.5877683,1.4314493,0.49526116,0.72452384
0.4715405,1.6178992,1.298476,0.45316353,0.68026394
0.41073453,1.6817364,1.4866731,0.43044195,0.8183114
0.35556024,1.5545841,1.479942,0.4968593,0.74851483
0.43334228,1.5959057,1.3368386,0.42041317,0.8168199
