parameter,true_value,recovered_mean,hpd_lower,hpd_upper,within_hpd,relative_error_pct
a,1.5,1.5300382165453639,0.8204583314268261,2.217949847834223,True,2.002547769690925
v,0.5,1.098703409976316,0.17996934218930483,3.100970242705458,True,119.7406819952632
t,0.2,0.3235050214348119,0.1981376357858635,0.6185528466927036,True,61.752510717405954
