a
1.595453574912451
1.6393416232465352
1.7104490976123952
1.538882480904915
1.103106188999073
1.364904350416665
1.4520978672372453
1.439033165008723
1.5031375456455205
1.5046631768363046
1.181766230676756
1.5859014389712989
1.5688381836956689
1.5139377722610858
1.612905479241145
1.6237468408659934
1.6748772217085388
1.6636842040461712
1.674400602726402
1.6897470790468194
1.7129071426180411
1.5644173276676263
1.2061181597847863
2.651055895867454
2.6233785656215862
1.2090318952593484
2.224812424326444
2.376491787877929
2.163334601917921
1.7770738404460522
1.5076911576546355
1.5770406891725193
1.1575838237685168
1.2620801934083055
1.8388173925020508
1.6198304541767479
1.2569042207061516
1.4954999213169662
1.4750479719626655
1.0680383968704452
1.470018883069997
1.2693647239415933
1.5215787400002259
1.6678029425901006
0.8653013801749834
1.8511692140370781
1.1145940954663849
1.6095902287379507
1.1504706086772192
1.913968153266123
