parameter,true_value,recovered_mean,hpd_lower,hpd_upper,within_hpd,relative_error_pct
a,1.5,1.5768377791389512,1.0759286500993865,2.5678290406292628,True,5.1225186092634125
v,0.5,1.5331491623929991,0.6111021564966636,2.661617888690462,False,206.62983247859984
t,0.2,0.33342355375587607,0.2015289364377906,0.6011229162344788,False,66.71177687793802
