,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.5050451741200817,0.41427508328847024,0.9755723332073947,1.2851514228052237,1.4263791967099757,1.4978452662091712,2.989126238386685,0.05858734413397981
a_std,0.6873872285578746,0.7386019189192322,0.08321910691717535,0.21558385706513494,0.3448515475277575,1.1494467704529794,2.396432990351181,0.10445408509303712
a_subj.0,1.3315943438808904,0.07197410790960093,1.2094993500606281,1.282904102142996,1.3223859852618909,1.367262909833704,1.4996591552253409,0.010178675954546228
a_subj.1,1.49601791413266,0.07706396497532246,1.3461931564659695,1.4301511674534306,1.4929908143231416,1.566006171957475,1.6512482218493663,0.01089849044383462
v,0.8827547093730527,0.6412671787231301,-0.0996927759013182,0.6781018786707191,0.7495103630194329,0.9713460757077497,2.4435154969206616,0.0906888741254982
v_std,0.6216872361513665,0.79497489743311,0.018789000108362777,0.10229392326332326,0.3439211681735438,0.8365395727913862,2.9107311472838697,0.11242642816960643
v_subj.0,0.8890911473339794,0.1778539868401421,0.635556266077453,0.7193159442262507,0.8972761657037067,1.031515747982501,1.1962723908020279,0.02515235203114549
v_subj.1,0.746607573639766,0.15392872413059192,0.4757794507747066,0.6516431834351908,0.7312844143419092,0.8148761017146724,1.109749766949986,0.02176880893042698
t,0.28427369226035987,0.07881669166946785,0.15530690974411687,0.2317807624826908,0.2624334520984442,0.3189023889805862,0.46255088441724734,0.011146363430033997
t_std,0.21023772757485548,0.23151386043987085,0.0041336033601036,0.04344815332856969,0.15307693351680146,0.2931606801361432,0.7115191713307656,0.032741004131141734
t_subj.0,0.2286443236434609,0.02093949949568825,0.18498019336777116,0.21620435659439458,0.2290465521175048,0.24160148304994572,0.2704972124314935,0.0029612924176106907
t_subj.1,0.2268864934670374,0.02509262126184701,0.17429578743065682,0.20716535628173205,0.22810363849298268,0.24303877207244096,0.27245012803221974,0.0035486325303995523
sv,0.5856442670619122,0.30169747958980214,0.05904100438083169,0.3681877684389938,0.6103651918147995,0.7733484128316825,1.117947577558485,0.04266646673696782
sz,0.2556986613509842,0.17662727272192683,0.02144019804633808,0.08783991302425982,0.2662316181924245,0.41969196700613404,0.6047818395074851,0.024978868456832032
st,0.10019801127235967,0.05189572748720256,0.009293425336587774,0.05789104069375158,0.09535814732500499,0.1442682780373601,0.19182107496821724,0.007339164164162007
z,0.5032176191015519,0.017208965257483822,0.47603991284439445,0.49262739052585397,0.5017352797701732,0.516106079498879,0.5337293633767509,0.0024337152061541024
z_std,0.03362507181985265,0.02804060810550684,0.002559585797245967,0.0080368843871011,0.02497958041526757,0.05177577565264616,0.1014205609910015,0.0039655408279996715
z_subj.0,0.5018265495240288,0.016785374612255034,0.4744292757830084,0.49232068196884343,0.5001205564483271,0.5119436358764957,0.5383877176404266,0.0023738104426164097
z_subj.1,0.5031225542756033,0.0190310364366091,0.4764019036930412,0.49214247217482465,0.5019648805360714,0.5114802836377282,0.5446654411590471,0.0026913949834669127
