,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.6287256517949047,0.23302150359331958,1.2987927669069788,1.499525334841768,1.5480678495127926,1.7116857579962002,2.2173813660316943,0.03295421707062434
a_std,0.41195826958151033,0.4508835423413255,0.0012532849054789075,0.0829981680088737,0.20002789161136503,0.6488525424388583,1.2752331702930646,0.06376456206299261
a_subj.0,1.4895025948631635,0.09284668628932016,1.2831945400034819,1.4225515267525608,1.4858894657101889,1.5442815250955024,1.643210982178988,0.013130504297175667
a_subj.1,1.6308298691753385,0.1448724321023599,1.3972776762511379,1.5198030710528774,1.6154792914033658,1.7163277574620692,1.9391677095922009,0.020488055829313272
v,1.4091817730613048,0.8624826942936931,-0.49543636806665914,0.8485616013398803,1.4926180905561812,1.7382726670899271,3.718972700804647,0.12197347235822287
v_std,1.207451317068088,0.9903465253271947,0.14684449682282935,0.43499085770496143,0.8872233127191138,1.6372699516599822,3.473203586789363,0.14005614875667885
v_subj.0,1.2343447508220564,0.2840495582278618,0.7602870789031833,1.0469860525957722,1.2207540542679398,1.4011707860820022,1.809235630358414,0.04017067376319283
v_subj.1,1.0054670882528673,0.2628933597559705,0.5002089494536891,0.8246485345691072,0.9807180584253643,1.1973777485833588,1.4487038291810745,0.03717873548247227
t,0.2719687464750705,0.09256965983287027,0.1565604723396381,0.2068661996482617,0.24738901540277258,0.3189721194860976,0.4793579539741719,0.013091326839990907
t_std,0.14203904069842413,0.14255355590307123,0.0038752430074491208,0.027263144175425802,0.09563595825187719,0.1982662928254573,0.49201793681386874,0.02016011721226345
t_subj.0,0.2063446008866138,0.01715092382345151,0.18092831663405215,0.19050166946674585,0.20725968787080282,0.2197237526029505,0.23566716779334174,0.0024255069078352944
t_subj.1,0.20947478163237485,0.02020477539491769,0.1738060719599273,0.19546901423065177,0.2107473516380367,0.22059105751621866,0.24997418864809423,0.0028573867388194804
sv,1.1247104753079482,0.4339377101137216,0.2849911317191817,0.8666944035889046,1.003118953716668,1.274912540902443,1.9251094711890504,0.06136805948679497
sz,0.21600109204772056,0.10768463614039199,0.04110332994442489,0.1151700615697328,0.25060482130875067,0.28692256637477886,0.4061777989036219,0.015228907288895428
st,0.08024749967395894,0.04992325081408807,0.008475505197137271,0.03892294274926251,0.07076834436669013,0.11703642901107168,0.17590693264285903,0.0070602138379037005
z,0.4438468971385746,0.02646742166897277,0.39657632570183815,0.42478996198821933,0.44515567067344597,0.46120069546202663,0.49156896817308005,0.003743058668530883
z_std,0.04931952384852768,0.025617131879119792,0.01157043825332589,0.028276728739396587,0.05064379052654283,0.06249624174041981,0.10326006262424892,0.003622809533255138
z_subj.0,0.44065999587088805,0.025030535149713012,0.39212639431364776,0.42245501334039987,0.44685921400380024,0.45765124676875735,0.48625190917423006,0.003539852228218061
z_subj.1,0.4485890202558736,0.025422366870495684,0.3976679270707469,0.4340826029586087,0.4508472170426475,0.4635317838638299,0.4931124918522794,0.003595265601587945
