parameter,true_value,recovered_mean,hpd_lower,hpd_upper,within_hpd,relative_error_pct
a,1.5,1.4603446447968345,1.4367919122758954,1.4810689563644228,False,2.643690346877703
v,0.5,0.5246975920036496,0.48433291993668665,0.5603137618475446,True,4.939518400729925
t,0.2,0.21195084677241713,0.20435739468557673,0.22371697186405087,False,5.975423386208559
