,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.7831540879310004,0.05923018313751924,2.679444193113406,2.7515440943900247,2.778862507768572,2.811204703630308,2.895612909903248,0.0031815406087188107
a_std,0.08191635529158015,0.06439467387783573,0.01052050150632458,0.040062804258470815,0.06611373284791534,0.10951389593335725,0.2450784431614248,0.004162911803730221
a_subj.0,2.8281968367557564,0.053737380955594216,2.7288945952018424,2.7908744167803428,2.826742760502335,2.863863416300328,2.939062729144595,0.003380626288740018
a_subj.1,2.7386014680976922,0.0503612941923787,2.640540300513585,2.70613023106461,2.741712186123079,2.7692200299510357,2.8475064674556703,0.002880293652042722
a_subj.2,2.808477824358129,0.05104694219802374,2.7152249012888396,2.773112741934586,2.8065130058047862,2.842672059977841,2.9100850374673755,0.0031402821646209873
a_subj.3,2.7461811891377383,0.04627700005493788,2.6530258069956414,2.71719197882582,2.7483560520455836,2.776086022925176,2.8384620165139793,0.002744910859453622
a_subj.4,2.7866646539867697,0.04549158106942449,2.7007472007978968,2.755797917717461,2.7845640880909297,2.81604285882006,2.8807131392595475,0.002623413106801589
v(L0_00),0.7460807077744473,0.0496036440683774,0.6456040003003822,0.7155222346264661,0.745735700354656,0.7783704707676152,0.8394329047855907,0.003759637878626095
v(L0_25),0.7197026452583744,0.05813027400166739,0.6107297612249616,0.6837845827492922,0.7156979276333164,0.7562923415206249,0.8403893347154562,0.004487058785802437
v(L0_50),-0.9013212977646071,0.05359856299368407,-1.007493829635497,-0.9345762313659736,-0.8996813482863626,-0.8678138084531429,-0.7902951966206332,0.00401639427565341
v(L0_75),-1.8015416372924484,0.0657830129554009,-1.9528788494887122,-1.8418478348444447,-1.796006795370104,-1.7521136327688023,-1.7035163983002815,0.005469354990593244
v(L1_00),-4.345097059069692,0.11582784614073424,-4.574635805052926,-4.418096003953284,-4.362910914603809,-4.259733428799148,-4.118075348881693,0.010834416824080215
v_std,0.04558868929650745,0.03158446620735473,0.003736746885737426,0.02361398869646404,0.03946353132023023,0.06100352715659648,0.12407046961176811,0.0028828641805593324
v_subj(L0_00).0,0.7504260571050905,0.05422581250484119,0.6399011123794465,0.7149359568739826,0.7503586415855424,0.7850761896348616,0.856343861483021,0.0034363106925948622
v_subj(L0_00).1,0.7498055191961241,0.05473828383098216,0.6430602112697601,0.7157548200517956,0.7489911876453714,0.78514627375774,0.8521265229581304,0.00346710470048302
v_subj(L0_00).2,0.747303827023883,0.0562450514353569,0.6339964083766212,0.7110669638895353,0.7459397821873793,0.7845316469873903,0.8558373405538959,0.003738391022554647
v_subj(L0_00).3,0.746213011166037,0.05503352257391104,0.6357239920765725,0.7092964489941107,0.7456274108491212,0.7840232470378904,0.8512590036888592,0.003520794120122169
v_subj(L0_00).4,0.7441328345646846,0.054262104220030076,0.6325293344854662,0.7095562943772246,0.7455592779940969,0.7801362840184114,0.8493296055260279,0.003465413137383886
v_subj(L0_25).0,0.7187882618843634,0.06680244787077735,0.5924704329058192,0.6740670225688074,0.7146472949379077,0.7574936715277667,0.8601466781985753,0.004376941208691083
