subj_idx,rt,response,condition
0,2.0,0,L0_75
0,0.8900000000000005,1,L0_00
0,2.0,0,L0_25
0,0.5700000000000003,1,L0_00
0,0.7700000000000004,1,L0_00
0,2.0,0,L1_00
0,2.0,0,L1_00
0,2.0,0,L0_25
0,2.0,0,L1_00
0,2.0,0,L1_00
0,2.0,0,L0_50
0,2.0,0,L0_25
0,2.0,0,L1_00
0,0.7000000000000003,1,L0_25
0,2.0,0,L0_75
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_25
0,2.0,0,L0_75
0,2.0,0,L0_50
0,1.5200000000000011,1,L0_25
0,0.8200000000000004,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_50
0,0.5100000000000002,1,L0_00
0,0.5000000000000002,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L1_00
0,2.0,0,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_75
0,2.0,0,L0_25
0,2.0,0,L0_75
0,2.0,0,L1_00
0,1.1600000000000008,1,L0_25
0,1.5400000000000011,1,L0_50
0,0.4500000000000002,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_25
0,2.0,0,L0_75
0,1.2400000000000009,1,L0_00
0,0.9200000000000005,1,L0_25
0,0.40000000000000013,1,L0_00
0,0.8700000000000004,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_50
0,1.460000000000001,1,L0_00
0,0.9500000000000005,1,L0_25
0,0.8700000000000004,1,L0_00
0,1.2200000000000009,1,L0_25
0,2.0,0,L0_50
0,2.0,0,L0_50
0,2.0,0,L1_00
0,2.0,0,L0_75
0,1.1100000000000008,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_50
0,2.0,0,L0_75
0,2.0,0,L0_50
0,2.0,0,L0_50
0,1.0700000000000007,1,L0_25
0,0.7200000000000003,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_50
0,2.0,0,L0_50
0,2.0,0,L0_50
0,2.0,0,L0_50
0,2.0,0,L0_50
0,0.7200000000000003,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_75
0,2.0,0,L0_75
0,2.0,0,L0_50
0,1.8800000000000014,1,L0_25
0,0.3800000000000001,1,L0_00
0,2.0,0,L0_75
0,0.5400000000000003,1,L0_00
0,2.0,0,L0_50
0,1.270000000000001,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L1_00
0,1.330000000000001,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_75
0,2.0,0,L0_75
0,1.2200000000000009,1,L0_25
0,0.6700000000000003,1,L0_00
0,2.0,0,L0_50
0,1.5700000000000012,1,L0_00
0,2.0,0,L1_00
0,0.9800000000000005,1,L0_00
0,0.6800000000000003,1,L0_00
0,2.0,0,L0_50
0,1.270000000000001,1,L0_50
0,2.0,0,L1_00
0,0.4900000000000002,1,L0_00
0,1.320000000000001,1,L0_25
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_25
0,2.0,0,L0_75
0,0.5700000000000003,1,L0_00
0,2.0,0,L0_75
0,1.360000000000001,1,L0_25
0,2.0,0,L0_25
0,1.330000000000001,1,L0_25
0,2.0,0,L0_25
0,1.450000000000001,1,L0_25
0,2.0,0,L0_75
0,2.0,0,L0_50
0,2.0,0,L0_75
0,1.8400000000000014,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_50
0,2.0,0,L0_75
0,2.0,0,L0_75
0,1.320000000000001,1,L0_00
0,0.8100000000000004,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_50
0,0.7000000000000003,1,L0_25
0,1.0900000000000007,1,L0_00
0,2.0,0,L0_50
0,2.0,0,L0_75
0,2.0,0,L0_25
0,1.7900000000000014,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_75
0,0.7600000000000003,1,L0_00
0,2.0,0,L1_00
0,0.9000000000000005,1,L0_00
0,1.1800000000000008,1,L0_25
0,2.0,0,L1_00
0,0.6700000000000003,1,L0_00
0,2.0,0,L1_00
0,0.4500000000000002,1,L0_00
0,0.5700000000000003,1,L0_00
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_50
0,1.0300000000000007,1,L0_00
0,2.0,0,L0_25
0,0.7000000000000003,1,L0_00
0,1.6600000000000013,1,L0_25
0,2.0,0,L0_75
0,2.0,0,L0_25
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_50
0,1.7100000000000013,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L1_00
0,0.7700000000000004,1,L0_00
0,2.0,0,L1_00
0,2.0,0,L0_25
0,0.8800000000000004,1,L0_00
0,1.380000000000001,1,L0_00
0,2.0,0,L0_75
0,0.6100000000000002,1,L0_00
0,2.0,0,L0_75
0,1.1100000000000008,1,L0_25
0,2.0,0,L0_50
0,0.44000000000000017,1,L0_00
0,2.0,0,L0_75
0,2.0,0,L0_50
0,2.0,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_50
0,2.0,0,L0_75
0,2.0,0,L0_75
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_50
0,0.6300000000000002,1,L0_25
0,2.0,0,L0_50
0,1.2400000000000009,1,L0_25
0,1.0500000000000007,1,L0_00
0,2.0,0,L0_75
0,1.0300000000000007,1,L0_25
0,1.280000000000001,1,L0_25
0,2.0,0,L1_00
0,2.0,0,L0_50
0,2.0,0,L0_50
0,2.0,0,L1_00
0,2.0,0,L0_75
0,2.0,0,L1_00
0,2.0,0,L0_50
0,2.0,0,L0_25
0,1.1800000000000008,1,L0_00
0,0.7900000000000004,1,L0_00
0,0.7900000000000004,1,L0_00
0,1.490000000000001,1,L0_25
0,2.0,0,L0_75
0,1.6300000000000012,1,L0_25
