,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,18.01694866389197,0.6469479583189918,16.857591769663937,17.478791517440236,18.070855661235782,18.41988029181665,19.30016809884526,0.06355922587996841
a_std,0.2817026039908601,0.1467658747401016,0.05203083390815337,0.1759013483562778,0.26577818798683317,0.36422904463029226,0.6291328943130627,0.01000434591692095
a_subj.0,18.02194167692958,0.6366680849139345,16.88365107425964,17.549517227211947,18.074035424256607,18.41674218461905,19.281170798317195,0.06151392889559025
a_subj.1,18.250153877472133,0.6519321813449964,17.102142867007426,17.761911019663053,18.312934798171533,18.69156676796144,19.44354303769276,0.06265853299339512
a_subj.2,17.741183572346003,0.708468897670212,16.457298113585118,17.206082162742845,17.772971130235327,18.16409748245272,19.20821291777518,0.06842455044727587
a_subj.3,17.931775315913235,0.6432830406615374,16.768432575965758,17.467173641592275,17.96459159905726,18.314022309320617,19.22788107478558,0.062366401946412534
a_subj.4,17.94508120292484,0.6618356399088611,16.74516717135947,17.441709114217815,17.982512322528112,18.35871458348096,19.265002514044603,0.0641413382637771
a_subj.5,18.214618838693518,0.6476894616557497,17.026954125120685,17.735685782766282,18.271239315355608,18.632632743315675,19.420384843453782,0.06258836453738417
a_subj.6,17.8780396818945,0.6616287322748754,16.663336405163854,17.37442010770282,17.915325690064773,18.29618629227495,19.2076161367617,0.06409760351481483
a_subj.7,18.34021166502222,0.6625268138785501,17.122277556544564,17.822998950692583,18.41344369657809,18.811862411175177,19.527009514021252,0.0638277157682946
a_subj.8,17.927005214010503,0.6820681041871289,16.666441608758472,17.429297590898532,17.955426802960204,18.357711770342117,19.29006275979923,0.06580190695809728
a_subj.9,18.15878398921226,0.6326174615490393,16.96494906337605,17.70185993731593,18.225645384057803,18.578199082223307,19.342441471937764,0.06104389392408325
v(L0_00),11.903608996531243,0.4283870420665138,11.11244682702117,11.538923912765284,11.980672163105984,12.167759897595031,12.6514004927929,0.04241233568168063
v(L0_25),6.285040311850173,0.20367647201794253,5.905176293900793,6.132455633410882,6.299555546250329,6.427807098274826,6.653478466257633,0.01982697607926011
v(L0_50),-4.5156551909130505,0.1660777011704594,-4.834046703798002,-4.620124248720413,-4.529348734254216,-4.3927173827753165,-4.217558600282098,0.016137702616403776
v(L0_75),-4.509346098508924,0.1625889491419441,-4.834867419501055,-4.615024606239816,-4.518609701989525,-4.390285716808507,-4.211258990855444,0.015798393787646414
v(L1_00),-4.511294980338622,0.16868399354884778,-4.861391708555746,-4.611247276761188,-4.529103882466333,-4.379134328107596,-4.207826574834521,0.016450866359143477
v_std,0.07703971035685021,0.04766504532432168,0.012302129587855787,0.035656329857968926,0.06962565411023956,0.11344530757064553,0.17720747678097398,0.004398306906230208
v_subj(L0_00).0,11.871713932357906,0.43302553324460213,11.067311671185372,11.529118701889558,11.918004590881335,12.157220302059509,12.656117234853944,0.04217717977598687
v_subj(L0_00).1,11.870720489844025,0.4359490008102794,11.042810366370821,11.509647553470645,11.916050867491021,12.151459558627108,12.65650093077595,0.04245777530401544
v_subj(L0_00).2,11.982634322327037,0.4363645013730601,11.190492467880532,11.646265290014115,12.083235021357439,12.277021528865312,12.690222268736667,0.04252396070357568
v_subj(L0_00).3,11.91631971467407,0.43406713404075403,11.126672286093715,11.544291390172875,11.989624259426241,12.198517136025265,12.667905000263149,0.04240776361911552
v_subj(L0_00).4,11.95789439247836,0.43817308606531225,11.164871101867815,11.616146146681047,12.056380314946805,12.237193949020241,12.682366935989338,0.04278039060128434
v_subj(L0_00).5,11.828062867628933,0.43792617580274545,11.00961357422843,11.464776170049982,11.84356323145136,12.119856243446915,12.65345936741842,0.0427167597194405
v_subj(L0_00).6,11.838262448121473,0.445984251896615,10.99093111229063,11.468742976705613,11.874185561928568,12.132076812796136,12.656309594053054,0.04340516497089237
v_subj(L0_00).7,11.888872565195081,0.42939176640456145,11.102232372533432,11.530801013065835,11.95120493374649,12.164963722217367,12.650921859958494,0.04194041262227409
v_subj(L0_00).8,11.970052158502961,0.4427522623983115,11.1726741074117,11.623799905311978,12.066665368349971,12.254769105836617,12.694106820728624,0.043044016974529864
v_subj(L0_00).9,11.92404155454032,0.43154262794634485,11.128979661827103,11.580418842886893,11.998150041063912,12.204937080043573,12.666634800635805,0.04212065622372221
v_subj(L0_25).0,6.385063442245193,0.2270209842082867,5.988409396272818,6.203428764352251,6.402433318255207,6.575764229438926,6.776877235488296,0.02130379735121535
v_subj(L0_25).1,6.2294400737205375,0.21513433063481963,5.813406053560134,6.064801673559375,6.230914696155394,6.365895712983314,6.6427612216123455,0.019985537893641606
v_subj(L0_25).2,6.277425752525087,0.21437325679824992,5.8857096316097435,6.110975228814719,6.275081025859342,6.438446299436698,6.662802389155807,0.019724573564086665
v_subj(L0_25).3,6.295775295609552,0.21244592258399336,5.9036901842433,6.134693503058792,6.301718774494862,6.450136959097352,6.668293703212826,0.019949665045276573
v_subj(L0_25).4,6.245683802346181,0.2181283844614522,5.815075060971033,6.07956722405435,6.248068718366904,6.39352339773899,6.650255366600283,0.02018306896224153
v_subj(L0_25).5,6.3105403801744995,0.21419386716484123,5.928590086730179,6.15282040133422,6.317137517174176,6.471716719179742,6.676484737695619,0.019903355355361266
v_subj(L0_25).6,6.410159940475736,0.23657548734830455,6.008903242231043,6.21254635763609,6.429616422973881,6.598800659098256,6.840333124336564,0.022009322141392063
v_subj(L0_25).7,6.226534513690136,0.2201815625038238,5.802131439297552,6.071174202681061,6.219340415698081,6.365852321953342,6.645011154149012,0.020621114731374224
v_subj(L0_25).8,6.266012877756784,0.21655566202838436,5.867107829698935,6.092263976435577,6.263678763519342,6.41494361888887,6.657851438977719,0.020035187739905612
v_subj(L0_25).9,6.220237225791732,0.22046309016161397,5.783719046101281,6.06038070492805,6.211109965542577,6.363214898253607,6.646806814449234,0.020474376831230677
v_subj(L0_50).0,-4.513861564896533,0.17166437825716033,-4.834531124750259,-4.625396462792253,-4.51874953715695,-4.392172181979323,-4.197628153838355,0.01595220689390522
v_subj(L0_50).1,-4.539004571143467,0.17325502545408422,-4.849358393033013,-4.660989315421496,-4.550236337539375,-4.409429474440135,-4.224663640531425,0.016154088207530778
v_subj(L0_50).2,-4.482645825854456,0.17986276091659076,-4.83956413500205,-4.5930927491773454,-4.481635558704423,-4.35469756663065,-4.140999466075784,0.01677031702114702
v_subj(L0_50).3,-4.50162364459952,0.17341052519763864,-4.837341896132882,-4.6131715926765215,-4.500981451170853,-4.37189343285213,-4.182570341536634,0.01614935397400458
v_subj(L0_50).4,-4.506001327922238,0.17418863622845232,-4.83909671725541,-4.620958377359788,-4.509106114037665,-4.376571236154251,-4.1860054025416105,0.01635072851130937
v_subj(L0_50).5,-4.532785120154231,0.1726083137207783,-4.843420903300541,-4.649489051684058,-4.545383876638745,-4.405582028579501,-4.222615098675602,0.016111641242586294
v_subj(L0_50).6,-4.5000469235175755,0.17735324844310563,-4.840794420947302,-4.6143187208933725,-4.497745720476263,-4.372355952575084,-4.167393649709612,0.016406390203959755
v_subj(L0_50).7,-4.552425685244512,0.17390256175927374,-4.847467688508321,-4.677233469713743,-4.572349431352967,-4.422721654250774,-4.2291661322498815,0.01637826128039252
v_subj(L0_50).8,-4.50058487065747,0.17682668128986964,-4.843202574530026,-4.614853027248367,-4.498003986918365,-4.373727473116154,-4.168896896413874,0.01648777332614436
