,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.4861943723056443,0.07327162143578321,1.4000887116055138,1.4531259450855298,1.4749619760382586,1.5044232711799226,1.6370287641128949,0.005866417566642643
a_std,0.059230557741916524,0.08853308960638086,0.003514368093672212,0.018788645054242936,0.037848487300779436,0.0737788583446467,0.2148280756373491,0.007522197826360502
a_subj.0,1.4545245515986613,0.04597406535258421,1.3634788510766855,1.4216731725190646,1.4548858866534524,1.4806338779600274,1.5494684829327945,0.003406044005502102
a_subj.1,1.4889930322152367,0.04931382654852487,1.4091875857800364,1.4566002574479557,1.4840436212402466,1.5186792428348865,1.6081595590162134,0.0035677416219605344
a_subj.2,1.4821971009482735,0.04611655496779966,1.4093270193406606,1.4548166865012224,1.4779543887592566,1.5070846568376934,1.5854827124478716,0.003361520939586595
a_subj.3,1.503592706064959,0.053324798452983685,1.4152977200685428,1.4664023254791139,1.494265007900343,1.5371450359054404,1.6348191393636982,0.003989792408139547
a_subj.4,1.467502844449322,0.04731057639468084,1.3803917496587947,1.4367739948114286,1.4661909700547677,1.4910814708501694,1.5696002274281997,0.003420607508039006
v,0.5880689465702573,0.09490212867669964,0.4017750453528439,0.5327796747195346,0.5834908263276768,0.641950351927477,0.7908299879569815,0.006457945940796196
v_std,0.10933330266176819,0.09268766892770898,0.007075396861230438,0.045270595966581784,0.08653203762708184,0.1493960481675639,0.3602953561471822,0.007595837662806963
v_subj.0,0.6445591216495089,0.1054171558984498,0.45966032102471566,0.56715031360395,0.6320112091829102,0.7210849606145754,0.8888718685658887,0.00761889501925323
v_subj.1,0.5470844114959998,0.1024581344548218,0.3494537518230591,0.47775925932987773,0.5471741814912007,0.6180349722072952,0.76138822550266,0.007108771746198837
v_subj.2,0.572832670728832,0.0931099233698468,0.39538377554091003,0.5126425046549979,0.5682994596567379,0.6363612955990543,0.7677922790802301,0.006400018659147478
v_subj.3,0.5860239773859213,0.08724025143309228,0.4204545212778613,0.5328177268214837,0.5873736806078771,0.6377704076921918,0.7737559714982856,0.006264001427495229
v_subj.4,0.5855237596492395,0.09621816707683968,0.4029771692382128,0.5267904803975358,0.5845913600854906,0.6425571642278833,0.7994554955079968,0.006205349049188913
t,0.22406737246971026,0.016594907566792876,0.19835118102371876,0.20959019887180294,0.22283618907543887,0.23720825969229137,0.25530482679727917,0.001605648849491294
t_std,0.0068274460893988234,0.00579003840643961,0.00022292642197129642,0.0025842966712572683,0.005575655059970655,0.009440902598535913,0.0231918348402249,0.0004495844259307509
t_subj.0,0.2224304982805889,0.017251816331209483,0.19531791379208976,0.20817421166563993,0.22099135276370938,0.237000557660462,0.25537350192291963,0.0016409284315220863
t_subj.1,0.22263540245952956,0.01725696885300554,0.19518576156552528,0.20805022892819958,0.2213897206696185,0.23683126081792683,0.25479208299712053,0.0016396449940384622
t_subj.2,0.2241579626695146,0.016880729924190555,0.1975013828895971,0.20987913620459211,0.2225499797685649,0.23752441593770549,0.25659588365988634,0.0016127467396478863
t_subj.3,0.22449883039154397,0.016513421674349046,0.19811734680258475,0.21063285943211618,0.22277144779280078,0.23750984302578104,0.25563482071320026,0.001574268068827969
t_subj.4,0.22525008491499407,0.016515466561032817,0.19908410598234783,0.2109602154207,0.22429770137314592,0.23791364011440785,0.2561630888459967,0.001559524586385918
sv,0.29029362576501677,0.21813752919083446,0.01839121275324841,0.11872515666814767,0.2338819783647617,0.4327192966076018,0.853566978769472,0.015880944578835963
sz,0.3306645207722183,0.1821018323236943,0.0161253622618631,0.15619653795161556,0.35300796072562285,0.4927134396197959,0.6179232769308269,0.017343471502636803
st,0.03697363813258187,0.023503024880948305,0.0018841381385816152,0.01753162608879312,0.035406137147731935,0.053704525952549875,0.08638022684624427,0.0017136124101919971
z,0.5144307150987052,0.010765199151470322,0.4938682663950586,0.5080198684564784,0.5146623650852657,0.5212549678411126,0.5343893179924588,0.0009467423033539763
z_std,0.026383292489725436,0.023359613847885853,0.0009710602929450234,0.0066027590792772164,0.018808673797523472,0.04364696692845238,0.08174453441649798,0.0020497664305621196
z_subj.0,0.5123223079937786,0.011712806793155369,0.48790765530611546,0.5062158756400772,0.5134820412800443,0.5206752599642038,0.5326183553320899,0.0009674782352161514
z_subj.1,0.5159649186785858,0.012597486617104863,0.4941988062376336,0.5085082218647283,0.5168590519310904,0.5231950267168713,0.5435060060132236,0.0010111518724434739
z_subj.2,0.512366474314738,0.011737980324284303,0.487158541260942,0.5063099321916347,0.5130851046381207,0.5202809003901205,0.5340866518897636,0.0009374945754303888
z_subj.3,0.5143034586529557,0.01213197736910436,0.4903480161249628,0.5072769313857796,0.5158233387679079,0.5214969477625336,0.5406377159538763,0.0009849393952520067
z_subj.4,0.5169697558828493,0.012448424870780494,0.4942581802543444,0.509515703435328,0.5170675638457506,0.5242391689228427,0.5464541793665402,0.001000001543321998
