parameter,true_value,recovered_mean,hpd_lower,hpd_upper,within_hpd,relative_error_pct
a,1.5,1.4861943723056443,1.4000445180350478,1.6310154890146613,True,0.9203751796237114
v,0.5,0.5880689465702573,0.4015770461895032,0.7809037684109507,True,17.613789314051466
t,0.2,0.22406737246971026,0.19834371836862838,0.25525552162839854,True,12.033686234855123
