subj_idx,rt,response,condition
0,10.0,-1,L0_75
0,1.1100000000000008,1,L0_00
0,3.9699999999999616,1,L0_50
0,4.6299999999999475,1,L0_25
0,1.0300000000000007,1,L0_25
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,0.3800000000000001,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,0.4700000000000002,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,0.15000000000000002,1,L1_00
0,10.0,-1,L0_75
0,0.30000000000000004,1,L1_00
0,5.789999999999923,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,1.0400000000000007,1,L0_50
0,0.3400000000000001,1,L0_25
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,1.350000000000001,1,L0_25
0,0.6800000000000003,1,L0_00
0,0.2,1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,0.28,1,L1_00
0,0.33000000000000007,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,9.159999999999851,1,L0_50
0,10.0,-1,L1_00
0,0.28,1,L1_00
0,10.0,-1,L0_50
0,10.0,-1,L0_75
0,1.7400000000000013,1,L0_00
0,10.0,-1,L0_75
0,0.5000000000000002,1,L0_50
0,10.0,-1,L1_00
0,2.1799999999999997,1,L0_25
0,10.0,-1,L0_50
0,0.32000000000000006,1,L0_00
0,0.4600000000000002,1,L0_00
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,6.4599999999999085,1,L0_25
0,2.499999999999993,1,L0_50
0,0.9900000000000005,1,L0_00
0,1.2200000000000009,1,L0_50
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,3.5099999999999714,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,0.21,1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L0_50
0,0.9200000000000005,1,L0_00
0,0.8300000000000004,1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,0.9900000000000005,1,L0_00
0,10.0,-1,L0_75
0,0.21,1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,0.5100000000000002,1,L0_50
0,0.8100000000000004,1,L0_00
0,10.0,-1,L1_00
0,1.420000000000001,1,L0_00
0,10.0,-1,L0_75
0,10.0,-1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,0.4900000000000002,1,L0_75
0,10.0,-1,L0_50
0,1.0200000000000007,1,L0_25
0,10.0,-1,L0_75
0,0.5800000000000003,1,L0_25
0,10.0,-1,L1_00
0,2.7499999999999876,1,L0_25
0,0.7600000000000003,1,L0_00
0,0.19,1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,2.6099999999999905,1,L0_25
0,0.5900000000000003,1,L0_50
0,10.0,-1,L0_75
0,0.15000000000000002,1,L1_00
0,2.9899999999999824,1,L0_50
0,10.0,-1,L0_75
0,1.6500000000000012,1,L0_25
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,1.290000000000001,1,L0_50
0,10.0,-1,L0_50
0,0.43000000000000016,1,L0_50
0,0.27,1,L0_50
0,0.6700000000000003,1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,1.9400000000000015,1,L0_50
0,10.0,-1,L1_00
0,0.8400000000000004,1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,4.249999999999956,1,L0_25
0,3.3999999999999737,1,L0_25
0,0.30000000000000004,1,L0_75
0,10.0,-1,L0_75
0,2.2399999999999984,1,L0_50
0,2.2799999999999976,1,L0_25
0,0.30000000000000004,1,L0_75
0,10.0,-1,L0_75
0,1.400000000000001,1,L0_50
0,0.5900000000000003,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,0.5200000000000002,1,L0_00
0,10.0,-1,L1_00
0,0.42000000000000015,1,L0_00
0,10.0,-1,L0_50
0,10.0,-1,L1_00
0,0.8700000000000004,1,L0_00
0,10.0,-1,L1_00
0,1.5200000000000011,1,L0_25
0,1.1600000000000008,1,L0_25
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,0.41000000000000014,1,L0_75
0,1.270000000000001,1,L0_00
0,0.6500000000000002,1,L0_50
0,0.4900000000000002,1,L0_00
0,10.0,-1,L0_50
0,10.0,-1,L0_75
0,10.0,-1,L0_50
0,0.14,1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,3.479999999999972,1,L0_25
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,0.5200000000000002,1,L0_25
0,4.03999999999996,1,L0_25
0,10.0,-1,L1_00
0,1.1000000000000008,1,L0_00
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,10.0,-1,L0_75
0,1.270000000000001,1,L0_25
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,0.19,1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L0_50
0,10.0,-1,L0_75
0,10.0,-1,L0_50
0,0.6700000000000003,1,L0_00
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,0.29000000000000004,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,0.21999999999999997,1,L1_00
0,0.17,1,L1_00
0,0.2,1,L1_00
0,10.0,-1,L0_75
0,0.5600000000000003,1,L0_50
0,0.3500000000000001,1,L0_00
0,0.9700000000000005,1,L0_00
0,6.159999999999915,1,L0_25
0,2.5099999999999927,1,L0_50
0,0.6700000000000003,1,L1_00
0,10.0,-1,L0_50
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,0.7600000000000003,1,L0_50
0,0.7800000000000004,1,L0_25
0,10.0,-1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,0.9300000000000005,1,L0_75
0,10.0,-1,L0_50
0,0.40000000000000013,1,L0_50
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,2.5099999999999927,1,L0_50
0,0.4700000000000002,1,L0_25
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,0.6200000000000002,1,L0_00
0,10.0,-1,L1_00
0,0.2,1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,0.5400000000000003,1,L0_25
0,10.0,-1,L0_50
0,1.360000000000001,1,L0_50
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,0.6600000000000003,1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L0_75
0,0.22999999999999998,1,L0_75
0,10.0,-1,L1_00
0,0.6100000000000002,1,L0_25
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,0.19,1,L1_00
0,10.0,-1,L1_00
0,0.43000000000000016,1,L0_00
0,3.989999999999961,1,L0_25
0,1.410000000000001,1,L0_25
0,0.8700000000000004,1,L0_75
0,10.0,-1,L0_75
0,0.9300000000000005,1,L0_00
0,1.2200000000000009,1,L0_50
0,1.6100000000000012,1,L0_50
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,0.7500000000000003,1,L0_50
0,10.0,-1,L1_00
0,0.9100000000000005,1,L0_25
0,0.21999999999999997,1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,10.0,-1,L0_50
0,10.0,-1,L0_75
0,1.6400000000000012,1,L0_25
0,1.0700000000000007,1,L0_00
0,1.0900000000000007,1,L0_50
0,10.0,-1,L1_00
0,10.0,-1,L1_00
0,0.3700000000000001,1,L0_50
0,0.41000000000000014,1,L1_00
0,1.0600000000000007,1,L0_00
0,0.7400000000000003,1,L0_00
0,10.0,-1,L1_00
0,0.8600000000000004,1,L0_00
0,10.0,-1,L1_00
0,10.0,-1,L0_50
0,1.330000000000001,1,L0_25
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,10.0,-1,L1_00
0,10.0,-1,L0_75
0,1.9600000000000015,1,L0_00
0,3.809999999999965,1,L0_25
