0.71,3.304047,0.99516606,1.0566604,10.0,0.53333336,6.310219,0.9906604,7.4116607,10.0,0.0,0.0,0.16666667,0.16666667,4.6666665,0.36842105,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.9285714,3.5536847,0.8796604,2.6116605,7.6306605,0.0,0.0,0.17857143,0.17857143,4.642857,0.95652175,0.98239046,0.9613283,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.3952381,0.5881007,-2.756534,-0.017609507,3.402169,3.9192014,0.0,2.739991,0.05205527,0.017609507,2.756534,0.0,4.8,-5.310219,-2.5712943
0.52,3.7721598,1.0,1.2675327,10.0,0.033333335,9.694751,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.5853899,1.0905328,1.5575328,2.0165327,0.0,0.0,0.0,0.0,5.0,1.0,0.9992406,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.96666664,1.0,-8.109362,-0.00075944664,4.015011,1.6719171,0.0,0.4625842,0.0036421781,0.00075944664,8.109362,0.0,8.442468,-8.694751,-0.58614933
0.6,3.2619631,0.750579,1.0,10.0,0.2,8.451649,2.233579,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.15789473,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.1744361,0.558579,0.941579,2.207579,0.0,0.0,0.71428573,1.0714285,3.2142856,1.0,0.90272313,0.651579,1.0,1.0,0.0,0.0,0.2173913,1.3043479,3.4782608,0.8,0.84210527,-7.277213,-0.09727687,3.8474183,3.207502,0.0,0.6493293,0.14893109,0.09727687,7.277213,0.0,9.058421,-7.451649,-0.27171302
0.63,3.8308952,1.0,1.8245306,10.0,0.16666667,8.918088,3.2975307,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.36842105,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.6266735,1.5035306,2.4095306,4.5375304,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.8333333,0.6315789,-6.291415,0.0,3.7359211,2.553205,0.0,1.2038499,0.0,0.0,6.291415,0.0,7.5904694,-7.9180884,-1.6266735
0.8,2.4229746,0.5729589,1.0,10.0,0.6,5.058642,0.5309589,3.239959,10.0,0.0,0.16666667,0.8333333,0.6666667,3.3333333,0.57894737,0.9386777,0.7349589,1.0,1.0,0.0,0.0,0.5263158,0.2631579,4.2105265,1.0,1.8906732,0.6829589,1.3249589,3.750959,0.0,0.0,0.53571427,0.35714287,4.107143,1.0,0.8593246,0.6589589,0.94495887,1.0,0.0,0.0,0.2173913,1.3043479,3.4782608,0.4,0.42105263,-3.1679688,-0.07935313,3.1525962,4.476056,0.15368126,1.8003218,0.16000438,0.07935313,3.1679688,0.05504111,1.915,-4.119964,-1.0313486
0.55,3.6407413,1.0,1.2798108,10.0,0.1,9.248981,9.323981,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.05263158,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.5930251,1.0908108,1.5198108,2.1498108,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.9,0.94736844,-7.655956,0.0,3.9092786,2.3008823,0.0,0.45418265,0.0,0.0,7.655956,0.0,8.480189,-8.248981,-0.59302515
0.7,3.740525,1.0,1.6230111,10.0,0.4,7.4592047,1.8330112,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.42105263,0.95031697,0.93060225,1.0,1.0,0.0,0.0,0.2631579,0.2631579,4.4736843,1.0,3.9258683,1.4810112,3.018011,7.806011,0.0,0.0,0.0,0.0,5.0,0.95652175,0.9693923,1.0,1.0,1.0,0.0,0.0,0.2173913,0.2173913,4.5652175,0.6,0.5354691,-3.5333362,0.019075312,3.5753658,3.4753723,0.15454185,2.5402987,0.106236264,-0.019075312,3.5333362,0.0,6.981989,-6.5088873,-2.956476
0.95,1.6896051,0.73315763,1.0,2.3631577,0.8666667,2.74307,0.73815763,1.0681577,10.0,0.0,0.0,0.0,1.1666666,3.8333333,1.0,0.874986,0.70915765,0.89315766,1.0,0.0,0.0,0.0,1.5789474,3.4210527,1.0,1.7195863,0.77715766,1.4281577,2.3631577,0.0,0.0,0.0,0.89285713,4.107143,0.95652175,0.9519679,0.84715766,1.0,1.0,0.0,0.0,0.0,0.2173913,4.7826085,0.13333334,-0.04347826,-1.0234838,0.07698187,2.13182,3.3447084,0.12776896,1.5707705,0.080504246,-0.07698187,1.0234838,-0.10684236,-0.36,-1.868084,-0.76761836
0.54,3.7394092,0.99476737,1.1226739,10.0,0.033333335,9.694589,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.10526316,0.98356175,1.0,1.0,1.0,0.0,0.0,0.0,0.2631579,4.736842,1.0,1.4987453,0.92167383,1.3926739,1.8756739,0.0,0.0,0.0,0.0,5.0,1.0,0.9761172,0.88367385,1.0,1.0,0.0,0.0,0.0,0.2173913,4.7826085,0.96666664,0.8947368,-8.195844,-0.0074445913,4.0401406,1.6728042,0.07165253,0.61493355,0.05854872,0.0074445913,8.195844,0.0,8.6073265,-8.711027,-0.52262807
0.62,3.6472018,0.9221151,1.4431151,10.0,0.2,8.671956,2.719115,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.31578946,0.9776963,0.994623,1.0,1.0,0.0,0.0,0.0,0.2631579,4.736842,1.0,2.3141866,0.9001151,1.9531151,3.557115,0.0,0.0,0.17857143,0.17857143,4.642857,0.95652175,0.92121893,0.6911151,1.0,1.0,0.0,0.2173913,0.0,0.4347826,4.347826,0.8,0.6407323,-6.35777,-0.056477375,3.7811387,2.9755378,0.09091779,1.2830327,0.15627414,0.056477375,6.35777,0.0,8.046885,-7.69426,-1.3929676
0.87,2.1377325,0.80416775,1.0,6.3311677,0.8,3.558601,0.77516776,1.3861678,10.0,0.0,0.0,0.0,0.6666667,4.3333335,0.68421054,0.95911443,0.86016774,1.0,1.0,0.0,0.0,0.0,0.5263158,4.4736843,1.0,2.3925962,0.82616776,1.6761677,6.341168,0.0,0.0,0.0,0.17857143,4.821429,0.95652175,0.9477975,0.7921678,1.0,1.0,0.0,0.0,0.0,0.65217394,4.347826,0.2,0.2723112,-1.1660045,-0.011316956,2.5364847,3.7162762,0.08306297,2.0620112,0.08546865,0.011316956,1.1660045,0.0,-0.29,-2.5994864,-1.4447988
0.57,3.671486,1.0,1.7355634,10.0,0.16666667,8.729094,2.8865633,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.05263158,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.259849,1.5415634,2.0255635,3.0895634,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.8333333,0.94736844,-6.469245,0.0,3.7355516,2.9137669,0.0,0.6761543,0.0,0.0,6.469245,0.0,7.9744368,-7.729094,-1.2598491
0.54,4.234058,1.0,2.3528602,10.0,0.13333334,9.097714,4.82586,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.05263158,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.9285714,3.8740845,1.6308601,3.75286,5.60186,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.7952381,0.94736844,-5.2236304,0.0,3.8138163,2.3897235,0.0,2.1238961,0.0,0.0,5.2236304,0.0,6.24714,-8.097714,-2.8740845
0.51,3.7680352,0.96098584,1.0659858,10.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.2742001,0.95098585,1.1609858,1.6829858,0.0,0.0,0.0,0.0,5.0,1.0,0.9619963,0.8289858,1.0,1.0,0.0,0.0,0.0,0.2173913,4.7826085,1.0,1.0,-8.7258,-0.038003694,4.1053834,0.0,0.0,0.30402306,0.07712219,0.038003694,8.7258,0.0,8.839014,-9.0,-0.31220382
