subj_idx,rt,response,condition
0,1.300000000000001,1,L0_00
0,0.8300000000000004,1,L0_00
0,0.6700000000000003,1,L0_00
0,1.5300000000000011,1,L0_25
0,1.5900000000000012,1,L0_25
0,0.8500000000000004,1,L0_00
0,0.7700000000000004,1,L0_00
0,1.1300000000000008,1,L0_00
0,1.8700000000000014,1,L0_25
0,0.4900000000000002,1,L0_25
0,1.480000000000001,1,L0_00
0,0.9600000000000005,1,L0_00
0,0.9800000000000005,1,L0_00
0,1.2100000000000009,1,L0_00
0,1.500000000000001,1,L0_25
0,0.5300000000000002,1,L0_00
0,0.8800000000000004,1,L0_25
0,1.0200000000000007,1,L0_00
0,1.470000000000001,1,L0_00
0,0.7800000000000004,1,L0_00
0,1.2100000000000009,1,L0_00
0,1.9700000000000015,1,L0_25
0,0.8300000000000004,1,L0_25
0,0.7500000000000003,1,L0_00
0,0.9900000000000005,1,L0_00
0,0.6700000000000003,1,L0_00
0,0.8800000000000004,1,L0_00
0,0.6800000000000003,1,L0_00
0,1.8900000000000015,1,L0_25
0,1.5900000000000012,1,L0_25
0,0.8600000000000004,1,L0_00
0,1.9800000000000015,1,L0_25
0,1.350000000000001,1,L0_25
0,0.7700000000000004,1,L0_25
0,1.270000000000001,1,L0_00
0,1.0900000000000007,1,L0_00
0,0.8300000000000004,1,L0_00
0,1.380000000000001,1,L0_00
0,1.5300000000000011,1,L0_00
0,0.9500000000000005,1,L0_00
0,0.9900000000000005,1,L0_00
0,1.0600000000000007,1,L0_00
0,1.450000000000001,1,L0_00
0,1.2400000000000009,1,L0_00
0,1.7600000000000013,1,L0_25
0,0.9600000000000005,1,L0_00
0,1.1700000000000008,1,L0_00
0,0.5700000000000003,1,L0_00
0,1.470000000000001,1,L0_00
0,0.6100000000000002,1,L0_00
0,1.8000000000000014,1,L0_25
0,1.0000000000000007,1,L0_25
0,1.1000000000000008,1,L0_00
0,1.8800000000000014,1,L0_25
0,1.1200000000000008,1,L0_25
0,1.1500000000000008,1,L0_25
0,0.6500000000000002,1,L0_00
0,1.1200000000000008,1,L0_00
0,1.1100000000000008,1,L0_00
0,1.0100000000000007,1,L0_25
0,0.9400000000000005,1,L0_00
0,1.400000000000001,1,L0_25
0,1.500000000000001,1,L0_25
0,1.2200000000000009,1,L0_25
0,1.260000000000001,1,L0_25
0,0.7400000000000003,1,L0_00
0,1.0700000000000007,1,L0_00
0,1.2200000000000009,1,L0_00
0,1.7500000000000013,1,L0_25
0,0.9500000000000005,1,L0_25
0,1.0200000000000007,1,L0_00
0,1.1500000000000008,1,L0_00
0,0.9200000000000005,1,L0_00
0,0.8500000000000004,1,L0_00
0,0.7400000000000003,1,L0_00
0,1.450000000000001,1,L0_25
0,1.2300000000000009,1,L0_00
0,1.9400000000000015,1,L0_25
0,1.5300000000000011,1,L0_25
0,0.8100000000000004,1,L0_00
0,0.7600000000000003,1,L0_00
0,1.380000000000001,1,L0_25
0,0.6800000000000003,1,L0_00
0,1.0900000000000007,1,L0_00
0,1.1700000000000008,1,L0_00
0,1.9700000000000015,1,L0_25
0,0.9000000000000005,1,L0_00
0,1.500000000000001,1,L0_00
0,1.340000000000001,1,L0_00
0,1.2400000000000009,1,L0_00
0,1.2300000000000009,1,L0_00
0,1.5300000000000011,1,L0_00
0,0.7800000000000004,1,L0_25
1,0.7600000000000003,1,L0_00
1,1.9600000000000015,1,L0_25
1,1.9100000000000015,1,L0_25
1,1.410000000000001,1,L0_00
1,1.400000000000001,1,L0_25
1,1.350000000000001,1,L0_00
1,1.1200000000000008,1,L0_00
1,0.7700000000000004,1,L0_25
1,1.0200000000000007,1,L0_00
1,0.7800000000000004,1,L0_00
1,1.330000000000001,1,L0_00
1,0.9500000000000005,1,L0_00
1,1.370000000000001,1,L0_25
1,0.8200000000000004,1,L0_00
1,1.9500000000000015,1,L0_25
1,1.6100000000000012,1,L0_00
1,1.1100000000000008,1,L0_00
1,1.0100000000000007,1,L0_00
1,1.1100000000000008,1,L0_00
1,0.8400000000000004,1,L0_00
1,1.340000000000001,1,L0_00
1,1.1300000000000008,1,L0_00
1,1.7500000000000013,1,L0_25
1,1.7400000000000013,1,L0_25
1,0.8200000000000004,1,L0_00
1,1.410000000000001,1,L0_00
1,0.7900000000000004,1,L0_00
1,1.9700000000000015,1,L0_25
1,1.1500000000000008,1,L0_00
1,0.9200000000000005,1,L0_00
1,0.8000000000000004,1,L0_00
1,1.8000000000000014,1,L0_25
1,1.2300000000000009,1,L0_25
1,0.8900000000000005,1,L0_25
1,1.1500000000000008,1,L0_00
1,1.2000000000000008,1,L0_25
1,1.0200000000000007,1,L0_00
1,1.6100000000000012,1,L0_00
1,1.1200000000000008,1,L0_00
1,1.0000000000000007,1,L0_00
1,1.8800000000000014,1,L0_25
1,1.420000000000001,1,L0_25
1,1.6700000000000013,1,L0_25
1,1.5300000000000011,1,L0_25
1,1.340000000000001,1,L0_00
1,1.260000000000001,1,L0_00
1,1.0300000000000007,1,L0_00
1,0.7700000000000004,1,L0_00
1,0.6200000000000002,1,L0_00
1,0.7400000000000003,1,L0_00
1,1.310000000000001,1,L0_00
1,1.260000000000001,1,L0_25
1,0.9200000000000005,1,L0_00
1,0.9200000000000005,1,L0_00
1,0.8900000000000005,1,L0_25
1,1.410000000000001,1,L0_25
1,1.0500000000000007,1,L0_00
1,0.7900000000000004,1,L0_00
1,1.2500000000000009,1,L0_25
1,1.390000000000001,1,L0_25
1,1.1600000000000008,1,L0_25
1,0.5800000000000003,1,L0_25
1,0.6100000000000002,1,L0_00
1,0.4600000000000002,1,L0_00
1,1.410000000000001,1,L0_25
1,0.9800000000000005,1,L0_00
1,0.5800000000000003,1,L0_00
1,0.8800000000000004,1,L0_25
1,1.5700000000000012,1,L0_00
1,1.0900000000000007,1,L0_25
1,0.7700000000000004,1,L0_00
1,1.9000000000000015,1,L0_25
1,1.7300000000000013,1,L0_25
1,1.0400000000000007,1,L0_25
1,1.0300000000000007,1,L0_00
