,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,4.091311496573695,0.06179408223833761,3.9810682097278725,4.051061718239956,4.09040947107509,4.12763825943992,4.220043906521536,0.0037302049107635683
a_std,0.10034775478816087,0.06808916850966767,0.007619075366063915,0.05212133498863748,0.08936520675694709,0.13206949608087848,0.26407318736399193,0.00470421291139322
a_subj.0,4.146131395210055,0.09957481663606851,3.9911481528212933,4.076583448703768,4.130851653636322,4.203711548009437,4.373271346960657,0.005382278576941805
a_subj.1,4.187678309016643,0.11372709505146893,4.0114575295554395,4.107865035817156,4.170272720957362,4.259324925320655,4.4480729143616315,0.007105503183523218
a_subj.2,4.076791312564851,0.08428744983170486,3.9114217401407654,4.024744448121858,4.07570721833864,4.124845440465588,4.258560210041676,0.003696991119308464
a_subj.3,4.0724334923603145,0.08438754921308965,3.8978869448582785,4.023364023475822,4.075435746342425,4.124955845109092,4.2366961845750515,0.0039751443424627395
a_subj.4,4.099169517228604,0.08964091881885743,3.9191143455292137,4.043675994006343,4.097556510493083,4.1510080821074915,4.2887478391001315,0.004089510222673861
a_subj.5,4.046318614144542,0.08981318935636812,3.8479808341805097,3.9967307911367436,4.051530022249078,4.105977566996723,4.215597313238723,0.0038333178708509358
a_subj.6,4.027020901195096,0.09391699630320675,3.8239559148378794,3.9712892515739284,4.037069723193289,4.0907793815397735,4.194833579139768,0.004482413744099927
a_subj.7,4.129530017445111,0.08843079174611512,3.9810173443485093,4.068343963295595,4.120024927872684,4.184570830523825,4.324559065030862,0.004793882643485214
a_subj.8,4.098197199527815,0.08969096970640818,3.925248139272121,4.042309186274189,4.0985501457392735,4.148449024845504,4.2861635575407195,0.004128111372051909
a_subj.9,4.040669535596481,0.09212882003098997,3.840311338759609,3.9875544754119314,4.048265967436569,4.104364833080215,4.200794745924868,0.004182256059995941
v(L0_00),2.5706368667609576,0.05528692297277616,2.471058284875478,2.5265745395177412,2.5661913983577413,2.6124119747339725,2.679987308974421,0.005015582210788331
v(L0_25),1.3630888800058742,0.03714823711763561,1.291218294970292,1.337153334266427,1.359364358493412,1.3907410902906676,1.4307555562760674,0.0032459646967906617
v(L0_50),-0.05364576504563222,0.02316978338626783,-0.0952692958915342,-0.06957293461875227,-0.054394008458746354,-0.037577299073915174,-0.00816476746687061,0.001739492137781063
v(L0_75),2.921943320490168,0.2791279172073564,2.2339338401832483,2.716497196683952,3.0336767023037456,3.139008472775319,3.2233235345927556,0.02780397589783775
v(L1_00),2.9599323500815755,0.14707206556188715,2.7046923630551643,2.8637792894375504,2.9572294894452864,3.0844561987386676,3.1964842209417106,0.014542324797899608
v_std,0.02332088238223071,0.017808298898802366,0.0016911982175785714,0.009465919267168381,0.018404530176398377,0.03532896661848285,0.06538536728093479,0.0016816290545651168
v_subj(L0_00).0,2.566583505741911,0.059215118365284876,2.4559262074037442,2.5217138682301963,2.5641683876177415,2.608311655768243,2.6829574300797394,0.004925314815879798
v_subj(L0_00).1,2.5698616957158,0.06075644992008935,2.45788806083476,2.5252676508278324,2.5659774352784024,2.60993228266866,2.69746943623802,0.0050294886923844115
v_subj(L0_00).2,2.566648087247164,0.06058020801269012,2.4513787903252027,2.5236916111954666,2.564491572840994,2.6078838525380292,2.6930869800751416,0.0049148262022121894
v_subj(L0_00).3,2.5701072369303164,0.06136367973422404,2.4541642818934575,2.525801740318892,2.566306686641774,2.6101016765153244,2.695088015125453,0.005022007446415412
v_subj(L0_00).4,2.573075548614064,0.06259906470681895,2.462349376191632,2.5262004244873935,2.567850978801281,2.61481710997878,2.7069110952233313,0.005126643830771543
v_subj(L0_00).5,2.5733915246926524,0.06050860005124529,2.468923357077348,2.5258253558817256,2.5679007689947553,2.6136681390127188,2.7002177598416064,0.005024584327687324
v_subj(L0_00).6,2.574398925888705,0.061689566048090574,2.4665991550699458,2.527103017359925,2.5691221746126667,2.616838739798,2.70053452232836,0.005126166280462254
v_subj(L0_00).7,2.5700987491440337,0.06035206060066969,2.4613938173805505,2.5257251728044774,2.5658927768803688,2.611111761894871,2.695673696752089,0.004937163625772873
v_subj(L0_00).8,2.56910552053221,0.06002219884801178,2.466217440467248,2.523816108211732,2.5652096633432286,2.609022543803833,2.694995199499924,0.004939897147214236
v_subj(L0_00).9,2.570712516167968,0.060651353707084285,2.462277649150828,2.525730862901427,2.5659284703583873,2.610080686446974,2.700697045148134,0.004975200656350612
v_subj(L0_25).0,1.3529407462163014,0.046860148472507725,1.2510142298192024,1.3281116073377817,1.351294659806838,1.3863974859827934,1.4337155725225137,0.0035235163526781002
