subj_idx,rt,response,condition
0,10.0,0,L0_75
0,0.9300000000000005,1,L0_00
0,1.0300000000000007,1,L0_25
0,1.0200000000000007,1,L0_00
0,0.7300000000000003,1,L0_00
0,10.0,0,L1_00
0,10.0,0,L1_00
0,2.0900000000000016,1,L0_25
0,10.0,0,L1_00
0,10.0,0,L1_00
0,0.9200000000000005,1,L0_50
0,1.310000000000001,1,L0_25
0,10.0,0,L1_00
0,0.31000000000000005,1,L0_25
0,10.0,0,L0_75
0,10.0,0,L0_75
0,10.0,0,L1_00
0,1.500000000000001,1,L0_25
0,10.0,0,L0_75
0,10.0,0,L0_50
0,2.0100000000000016,1,L0_25
0,0.8100000000000004,1,L0_00
0,1.9900000000000015,1,L0_50
0,10.0,0,L0_50
0,0.28,1,L0_00
0,0.6600000000000003,1,L0_00
0,3.3499999999999748,1,L0_50
0,10.0,0,L0_75
0,10.0,0,L1_00
0,10.0,0,L0_75
0,10.0,0,L1_00
0,10.0,0,L1_00
0,1.500000000000001,1,L0_25
0,10.0,0,L1_00
0,10.0,0,L0_75
0,1.8300000000000014,1,L0_25
0,10.0,0,L0_75
0,10.0,0,L1_00
0,5.349999999999932,1,L0_25
0,10.0,0,L0_50
0,0.5100000000000002,1,L0_00
0,10.0,0,L0_50
0,1.6000000000000012,1,L0_25
0,10.0,0,L0_75
0,2.1999999999999993,1,L0_00
0,0.6900000000000003,1,L0_25
0,0.4600000000000002,1,L0_00
0,1.360000000000001,1,L0_00
0,10.0,0,L0_50
0,1.0100000000000007,1,L0_50
0,0.43000000000000016,1,L0_00
0,0.6900000000000003,1,L0_25
0,0.29000000000000004,1,L0_00
0,0.5000000000000002,1,L0_25
0,1.9100000000000015,1,L0_50
0,10.0,0,L0_50
0,10.0,0,L1_00
0,10.0,0,L0_75
0,1.0600000000000007,1,L0_25
0,10.0,0,L1_00
0,0.5500000000000003,1,L0_50
0,10.0,0,L0_75
0,0.7700000000000004,1,L0_50
0,10.0,0,L0_50
0,3.3199999999999754,1,L0_25
0,0.4700000000000002,1,L0_00
0,1.2400000000000009,1,L0_50
0,10.0,0,L0_75
0,10.0,0,L1_00
0,10.0,0,L0_50
0,0.8100000000000004,1,L0_50
0,10.0,0,L0_50
0,10.0,0,L0_50
0,10.0,0,L0_50
0,0.8100000000000004,1,L0_00
0,10.0,0,L0_50
0,10.0,0,L0_75
0,10.0,0,L0_75
0,1.2100000000000009,1,L0_50
