trial,stimulus,outcome,choice,rt,trace,timeout,w_s,w_n,threshold_a,t,noise_std_dev,dt,max_time
58,go,Hit,1,0.7300,"[0.0, -0.01947655366208661, -0.03949378067792646, -0.03396442510632075, -0.01126470947703212, 0.015035534463588324, 0.061440038715411815, 0.04663411607390751, 0.06355976766921326, 0.06061745592944115, 0.11834021763430747, 0.12368304458042258, 0.14929824854234747, 0.1631625033016946, 0.1566849924334594, 0.1693879688856483, 0.14491482801198063, 0.14552303838731562, 0.16267041742478705, 0.12335643130285456, 0.10945534628107687, 0.10698054345231076, 0.11648183743450534, 0.1294544825390901, 0.15953793032225289, 0.13257629639134666, 0.14587157236871878, 0.178844111461417, 0.1976536442249019, 0.21686727487810983, 0.23743983616681802, 0.22217681176997192, 0.23074233105039693, 0.23144364998257902, 0.24394301757693718, 0.2628087621542983, 0.2529877211708189, 0.2788354409211703, 0.28854376365510703, 0.2979679939050484, 0.3305317984981433, 0.3171562414153623, 0.3396605479038348, 0.3259683979994628, 0.3154564228964539, 0.36363714404101244, 0.36511271591732336, 0.35737051555098276, 0.3549631254191979, 0.36540287489374174, 0.3334087163929303, 0.32925976890222247, 0.3445229065695539, 0.3799981024675688, 0.369956736138683, 0.3689010534851705, 0.3911976270260007, 0.4252703091418255, 0.4177458658514472, 0.43525334877940625, 0.4543037101177031, 0.4629376751913511, 0.49912904205943903, 0.5516158712545229]",False,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
59,nogo,Correct Rejection,0,2.0000,"[0.0, 0.014174824803202079, 0.0003018397197985818, -0.010397559473056074, -0.025218625152852916, -0.06091685441068177, -0.07043127854304194, -0.10860220629548287, -0.08044072252763465, -0.08686748379417843, -0.0758876759538388, -0.07449963552726091, -0.1107380256356099, -0.11427110582549517, -0.12452467112274576, -0.1504703893665645, -0.14949651519711746, -0.17951261827809517, -0.18245661051957496, -0.18164249875228852, -0.17841136965166474, -0.16777405495559697, -0.1565118072174479, -0.13951641321098013, -0.15544239638985896, -0.14869607272523558, -0.14869770981302274, -0.15550737646002974, -0.14227683862509558, -0.11859120965392408, -0.11090468973087292, -0.14709719842884067, -0.14401703152765044, -0.12412059073094805, -0.11508924657908236, -0.13843650567569965, -0.10863311595689319, -0.08158005035415967, -0.11074142243404043, -0.1270317558100858, -0.10578758730385623, -0.13930624199629763, -0.1139159755054375, -0.09061069100177636, -0.09234694153301727, -0.08198485602385279, -0.09680620090921674, -0.09772726006038927, -0.11528611900766589, -0.11716214195713233, -0.12435509484232922, -0.10601118904202975, -0.14052988475661243, -0.12984931494795376, -0.14236461063593253, -0.12421897390319761, -0.10298449997422425, -0.10511142167819126, -0.13682862508420457, -0.11210036970731915, -0.08009253059848964, -0.09613510106841316, -0.0895837969896427, -0.11609641003510754, -0.14229485593124847, -0.14177682508230727, -0.15183335593230005, -0.16068410093678348, -0.18071610667251872, -0.189499315062305, -0.21579873913354983, -0.19428094950911412, -0.17188974996986803, -0.1874956369445055, -0.19134839607886217, -0.19909602116458375, -0.21395209739507587, -0.2272638776754409, -0.23049086698905352, -0.23415757061639653, -0.264442516746109, -0.2786591926357721, -0.2868887578367487, -0.3066497889046873, -0.30149590412756555, -0.2955055644449575, -0.28382676406980795, -0.28469700632732153, -0.2620385424828423, -0.2656627317643693, -0.27358050194135036, -0.29395199992596305, -0.3035368796787181, -0.3038679558110338, -0.3447388272465789, -0.33874125523552295, -0.37232614087657595, -0.3477802177923864, -0.35926741626673353, -0.3591312811217035, -0.3734093841483207, -0.3506059189986121, -0.33779912650564903, -0.3575453566336976, -0.35017959106027924, -0.3376691561096925, -0.3324560478751806, -0.3292955539343156, -0.31597413813596265, -0.3477488177994656, -0.32302194558724645, -0.2880980193810513, -0.2946463101236351, -0.3183887443339994, -0.2989656558869724, -0.27368047739944723, -0.3187623881922804, -0.30864509426735987, -0.31613005726646076, -0.31265950335194276, -0.2874125713581396, -0.26942838658842133, -0.2439176604422241, -0.1913143497987512, -0.2089727770439834, -0.16985236577832277, -0.21224220565451177, -0.19092638265793493, -0.19813002032399188, -0.20363376654408416, -0.2069565574884749, -0.21520002609886515, -0.20316213707776629, -0.22756001479577886, -0.24593006894070782, -0.20829182357100545, -0.23220373909223896, -0.27154698231114854, -0.2736943392903076, -0.3048587610571456, -0.3067964725634472, -0.28997209569979226, -0.29670765453528797, -0.30880216725577314, -0.3329730138561896, -0.3196199996087624, -0.3340873175000836, -0.3419783218986731, -0.35551452418799634, -0.34660899019563574, -0.35599641818573075, -0.3639902437856254, -0.3580093743354733, -0.3506165864388066, -0.32324939918632045, -0.33419651251644017, -0.37301378577484645, -0.3589722861895573, -0.35572339542044806, -0.310265187067027, -0.29202917530848066, -0.29220413296131903, -0.3124538835260751, -0.31684370951316654, -0.32054096326733306, -0.3054353336382988, -0.2915772654120152, -0.30716613067335796, -0.3345965060610641, -0.3539858957215612, -0.33501642744425164, -0.3404903619146568, -0.3125606223418779, -0.33468763898901205, -0.34678184738416773, -0.33226728268993927, -0.3206772161138578, -0.33807381523898594, -0.3542129184238971, -0.3601521315008137, -0.3748651457180046, -0.35434139522591934, -0.33719570124534864, -0.31213346547281495, -0.3170382498553188, -0.32042204436419713, -0.29007136989140175, -0.31624186820565997, -0.3069235325124241, -0.3013596499529113, -0.32088461964668563]",True,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
60,nogo,Correct Rejection,0,2.0000,"[0.0, 0.011974411129602921, 0.030776859427722132, 0.018911553747996187, -0.0005774400120445965, 0.016652992976384458, 0.010875066035421483, 0.030012157628355976, 0.01868609209294826, 0.019319656696442915, 0.030555505516737996, 0.040905394567136114, 0.037382109092566854, 0.015922272073258255, 0.02273752336426664, 0.05354587169840476, 0.07818495485819098, 0.06229307749443122, 0.02329136601994492, 0.04511483803430688, 0.04137192669878728, 0.03840330117501356, 0.05480484119554413, 0.04205043010847605, 0.028054896660032122, 0.01043152949103917, 0.022060650427567986, 0.03919645772834191, 0.03617280449206009, 0.01579698583783017, 0.00781690830925825, -0.02055929989579644, -0.08185394813967485, -0.07134512568078177, -0.08115052469391595, -0.08385566225601278, -0.09025869454846397, -0.08092712630842527, -0.08957446745211516, -0.09578784795051568, -0.08760807926381328, -0.11290988341688087, -0.14167037817817238, -0.14163774041188323, -0.13538085335216588, -0.14282844945038617, -0.13826370617784, -0.1281486093638218, -0.1461515184330901, -0.17423412911955533, -0.20343958438150467, -0.22214006540456122, -0.23106402560644954, -0.23063805969159068, -0.21402130181683826, -0.19177311268109312, -0.14041440081039328, -0.16213823457572993, -0.15299102382387328, -0.16974612129730762, -0.16306817160547454, -0.14214285882284264, -0.12034039922207819, -0.13039263659659825, -0.10980717055229866, -0.15016322438562496, -0.16200031035691762, -0.1574749922051356, -0.17600416926518353, -0.17676500540685397, -0.1461112080235878, -0.15914890152006442, -0.18137617749802823, -0.19486317615664278, -0.23235491474609687, -0.23695993199209492, -0.22654499325795274, -0.29969940594377315, -0.2643985904176067, -0.30021146623319717, -0.2818726702672498, -0.3291260090076861, -0.33540774299399373, -0.3426280186282494, -0.3854923855654593, -0.3688441757146192, -0.32360772536105276, -0.3016473719638844, -0.3132297960889734, -0.34995460226830455, -0.32281667142375753, -0.330625102857528, -0.32366498173601216, -0.3563584241501745, -0.34809256385608967, -0.42892303832667333, -0.4179344166720781, -0.43745366623394316, -0.42138334042121456, -0.4330732791530614, -0.4657332629210086, -0.5246389620316517, -0.5052975553260967, -0.53282516675653, -0.5537870145252127, -0.5721373912648617, -0.5615201415900667, -0.5356656182729741, -0.561067971377751, -0.5764098570203497, -0.5765652977261546, -0.5981953751225498, -0.6353177859229371, -0.6419364152473467, -0.6794409580207297, -0.6896424925263754, -0.6800109072196145, -0.67848840918003, -0.7085698321717686, -0.7399930433184198, -0.7412103579273802, -0.7162369982409278, -0.7020039409719614, -0.6449108755249492, -0.6118373420901284, -0.5955709829393349, -0.6063219398980628, -0.5848021920997873, -0.5782497257680973, -0.572158345859959, -0.6130116774977947, -0.6025196228909103, -0.6244939918313632, -0.6284952884802631, -0.6493695644799659, -0.6284531676848567, -0.6382442034477681, -0.624911589834221, -0.6151655540593037, -0.5726729245335124, -0.5701078158245487, -0.5856548455843881, -0.5964150713951042, -0.5549136015886326, -0.5544533944157714, -0.5761357503605701, -0.603677945145053, -0.5870719079126654, -0.6018639562593846, -0.6259552515222402, -0.6080884606952284, -0.6174138293966329, -0.6280197726815033, -0.6467391140928374, -0.6469358889123484, -0.666847041825737, -0.677514737715935, -0.6743361887465829, -0.6937683899097141, -0.7200642706344738, -0.7320777268204539, -0.7771765309132667, -0.7791498185678918, -0.7406791490163214, -0.7403507001031598, -0.7418982325684083, -0.7342122437326557, -0.7333047108830297, -0.7379716014668585, -0.7445206579056647, -0.7508846960411275, -0.7739090716459505, -0.7691038822888848, -0.7592227847501355, -0.7555959813515459, -0.7443541779854357, -0.7188872147973977, -0.7370643520080228, -0.7559910341358405, -0.7631704389670192, -0.7554679447118081, -0.7884572882833077, -0.7773663931103739, -0.7781822699922788, -0.797505378297628, -0.7948621695415113, -0.7729999107955825, -0.7556984223148014, -0.7873478999923357, -0.7647379706195626, -0.7960581030937228]",True,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
61,go,Hit,1,0.6000,"[0.0, -0.014315188311056326, -0.01989827318105578, -0.02972842496836264, -0.0007459218999260921, 0.012980984029346257, 0.046320259367943144, 0.062252074252376374, 0.04795378090020527, 0.048793432094470866, 0.0636240514829772, 0.05825642155535968, 0.05439064240252164, 0.04296437894779742, 0.0700983830170677, 0.12102991339920449, 0.13554458396769323, 0.10969820081585313, 0.1324651501431512, 0.158128311755132, 0.1421533640073558, 0.15437197519754772, 0.14210893156498275, 0.18895427378123614, 0.1866922168755427, 0.18134685792099606, 0.17204597702391944, 0.1698196266679471, 0.19701707060491938, 0.19094872165644997, 0.20953100223697557, 0.25137910427963045, 0.2564398638663167, 0.2679922681715086, 0.30023351269739973, 0.30745937617953284, 0.321877744697958, 0.34120272133548857, 0.3738044080889758, 0.34607730007670734, 0.36860540837333405, 0.402847381961941, 0.4175402867705069, 0.43225532102728137, 0.4689981035202422, 0.43555496893262624, 0.45482363053000985, 0.48216840596421995, 0.49033463594720605, 0.49488125401973565, 0.5471420691341127]",False,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
62,go,Hit,1,0.8100,"[0.0, 0.037382208621472776, 0.04698395516927741, 0.06009206927065229, 0.10073839828205261, 0.07899002647417222, 0.10784196705748333, 0.10825635865186005, 0.12658887967430582, 0.1080569095046923, 0.11183920683839715, 0.12271724396062964, 0.12004688368642945, 0.12377182629604086, 0.14938719022707794, 0.17417058795057316, 0.1859787797010514, 0.23171982747362554, 0.2646796508382218, 0.24838277110545204, 0.2734332940973272, 0.256113199140157, 0.2658443561211239, 0.27551913489145236, 0.2425044493685158, 0.30687330088018727, 0.2884725932678811, 0.2853541165647622, 0.29401487331675974, 0.3007752574198653, 0.27136139578857854, 0.2797263062094855, 0.2932119177824174, 0.28602814959210715, 0.2924326300338874, 0.29647030052151335, 0.31341293992295294, 0.3160463956877414, 0.32098086303002876, 0.3322332241496058, 0.32111452211994324, 0.3424814249215859, 0.3718462992498362, 0.3908578864526002, 0.4017108745667271, 0.40592844931047295, 0.4248617497330382, 0.40166944671520866, 0.3697772472530616, 0.3927427257719834, 0.42929850874797737, 0.40267616982639093, 0.4136775281029576, 0.4588742369454753, 0.42334095295998586, 0.4416593522203316, 0.4365396758183852, 0.4470175067227056, 0.42456780182846304, 0.4003077597536229, 0.3812345563407664, 0.3900906082529305, 0.3740067898664177, 0.37634976422285427, 0.3923989875870585, 0.37486595925083155, 0.3596958089972102, 0.4033211826459926, 0.4491602386566716, 0.46839897733919633, 0.48105744822309093, 0.5004562191496505]",False,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
63,nogo,Correct Rejection,0,2.0000,"[0.0, 0.01446791629247929, 0.029246397569075194, 0.02716862093303413, 0.04859414436387452, 0.010149449198516493, 0.007955237634079841, 0.01689607210374585, -0.015982304335679966, 0.001000569687036202, -0.008770476580138775, 0.0012577499689041, -0.028484349826735166, -0.007112503816586527, -0.012849254035005715, -0.03487901920557848, -0.03381730308173788, -0.01198659940088705, -0.01369785252826406, -0.01917135346761903, -0.011579708424248738, -0.017564378587323123, -0.0063977670762849145, -0.004649682409573469, 0.0020851040106602495, 0.0031773707772299645, 0.014107046731434997, 0.01625464173790864, -0.019853143537207744, -0.01226401844335604, 0.001193276332392551, -0.05994709388927214, -0.05265427739442509, -0.053243769936774814, -0.041609570101503714, -0.03979489149413978, -0.030510539799993398, -0.02468911573874533, -0.046566230173889285, -0.05612670567485941, -0.034376508246056016, -0.05687970024716438, -0.07281877350123278, -0.04169831260954876, -0.0633667125654376, -0.0886830523385859, -0.09304089425711387, -0.1074305380359771, -0.1013277059921675, -0.08438513437900302, -0.08649420282620102, -0.07698418243430782, -0.09353062326886791, -0.10730318227374205, -0.10754283147565132, -0.127006610621427, -0.151942666802631, -0.16845160586407487, -0.1596849293609336, -0.15874938840749708, -0.16216498198556029, -0.1682824436505263, -0.16552315726975902, -0.15038411912498043, -0.16696968268692575, -0.1623397595561364, -0.1594808737874311, -0.15270479133408726, -0.13871067616380411, -0.14356106510226804, -0.12275648684544778, -0.13614759640038593, -0.17797598964517164, -0.19194433632916671, -0.19334318036579307, -0.20002349333777006, -0.2113294957735268, -0.19040836614345097, -0.1860794907108468, -0.1768607185764064, -0.1849453064801435, -0.18554671661393984, -0.1756478404852888, -0.17698553013182355, -0.18465986774628462, -0.20543576346682357, -0.24611394869330788, -0.22822540569849784, -0.24608377733977085, -0.2738248164383894, -0.2950326777431759, -0.28456036018231967, -0.29394172036078625, -0.2804350483775135, -0.32075951220983523, -0.3470458835764432, -0.3332672878093644, -0.3040802401442814, -0.3032899576926073, -0.28011229232854545, -0.27596365336575934, -0.2645159480860282, -0.28868930880989646, -0.30703412850563266, -0.32667187367801603, -0.34176947896748106, -0.3293716770010487, -0.31381767079993395, -0.3294475697875011, -0.34420732946649635, -0.3240741424514164, -0.30831160138246055, -0.3050046702546306, -0.2551348820431655, -0.23265274624655696, -0.19870198720311993, -0.19011349346669593, -0.21033240421304725, -0.23291715269229102, -0.29135811855111377, -0.3106150381906753, -0.30436441079322285, -0.3121603521066126, -0.2935283026427031, -0.30124780266566054, -0.2988134817169815, -0.29868282900409054, -0.29179635577173524, -0.32479834784477307, -0.3453230507354074, -0.3720709822567081, -0.39655464090743314, -0.40649095461044604, -0.41066767780049207, -0.41160840339762195, -0.3833749437645623, -0.3753264581604853, -0.33136324412943136, -0.330254772170852, -0.32263751258061046, -0.31660923658471046, -0.3173284173962552, -0.297134599249741, -0.33336773718353135, -0.3445413140813383, -0.32434432071839964, -0.2863033883061892, -0.27636674215027235, -0.3161202792716281, -0.3220503618160216, -0.32664341231808475, -0.3222988788142864, -0.3071491591983527, -0.3306200884893418, -0.3520104442694647, -0.3343034439225354, -0.3250020842290916, -0.3190573196797435, -0.33519734738439744, -0.33854547193890594, -0.3173308091705616, -0.2781632559687621, -0.2897892171546405, -0.2940996041209758, -0.2803597605893662, -0.29990255886761713, -0.3014658465089529, -0.29444695516911384, -0.271117098772768, -0.26774825198867924, -0.29784120084729276, -0.33083330130678906, -0.32866943424155115, -0.33306471001072613, -0.3284841003802714, -0.3192804479412592, -0.32481286528390296, -0.3269773078132417, -0.32224231636881023, -0.34792512935741354, -0.3562501463182066, -0.37309760247384965, -0.4098723825616079, -0.38436488473326585, -0.4411484447253176, -0.4343819235002821, -0.433161220319452, -0.4721447370029105, -0.5134365571934362, -0.5130528253059117, -0.5381311905407812]",True,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
64,go,Hit,1,0.6900,"[0.0, 0.02271845041488567, 0.018684409377286083, 0.029652625734154146, 0.03464494218451741, 0.029520724029010646, 0.04425519356003499, 0.0847407336221589, 0.11236480893320147, 0.10061627505915265, 0.10187785486481965, 0.15286001626181978, 0.17957501806690968, 0.20734911989177648, 0.21651513587833357, 0.2145664777167919, 0.21331957558367973, 0.19072663955110902, 0.1750651737316757, 0.1989396721741902, 0.22524240761824038, 0.23757744051237167, 0.22520665354985617, 0.24011179167474553, 0.2520058291245049, 0.2560272325087647, 0.26526412728383564, 0.27658858734173153, 0.3212058680022502, 0.3269136583279698, 0.34565360372981146, 0.3476459587912061, 0.33009665258925225, 0.3233967134140304, 0.33287185078981574, 0.3463995834100988, 0.35289786558497943, 0.34779467570006317, 0.3727533956950711, 0.3672628793536788, 0.3414606969744842, 0.34588829358434375, 0.35482182304810134, 0.34824178694909386, 0.33228010053427076, 0.3881198822076977, 0.4182432272470793, 0.45444303201552555, 0.4627860782099835, 0.4489804836910304, 0.472140128594197, 0.4472902909282352, 0.46913715162696223, 0.48734073011080425, 0.46154180475141304, 0.4556900553722303, 0.46948369051034855, 0.478548949705176, 0.48631651730789427, 0.5058846426242837]",False,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
65,go,Hit,1,1.0300,"[0.0, 0.0063720529332982456, 0.025264525839841512, 0.026313919659669838, 0.0477012741211567, 0.0841709646254449, 0.10157620597860803, 0.06551787580146888, 0.06485258927664028, 0.06984582755382669, 0.06295389042093648, 0.05796947181329945, 0.05033381457586286, 0.10141170263601039, 0.07351191910861232, 0.07895356389145045, 0.0525099863351993, 0.03876765777905345, 0.0484431660754544, 0.0769827374911588, 0.08046496430808592, 0.09564335106014744, 0.0980718606593186, 0.09948866756093395, 0.12829570179830846, 0.11863339334626291, 0.11987215436161149, 0.12566619047942754, 0.1245927626096051, 0.18696609953129556, 0.1829380768350875, 0.19130096918373063, 0.18627074065403887, 0.23222413630323557, 0.25415516086466455, 0.27610628434455414, 0.31642655801913844, 0.3091952283805475, 0.3326309086915638, 0.3207938849271633, 0.28030198850135474, 0.2882549747280627, 0.2866136380332202, 0.27944089108116354, 0.27560670917069596, 0.27791219428237585, 0.2592647074205092, 0.24848400655840233, 0.2328839925848064, 0.23305014339594857, 0.2057425882589764, 0.2168301786476949, 0.18860033503321116, 0.18991729570506607, 0.17125448603875795, 0.18515254701797845, 0.18018611488968533, 0.18491520527997193, 0.19216896193524646, 0.19379317734320586, 0.17857847400667592, 0.1767720986096106, 0.19766704160691567, 0.23215536579560683, 0.23980563201791374, 0.2657495130993711, 0.27388998318767277, 0.27103536462777406, 0.2768516127677124, 0.2544433081328556, 0.2845064283557402, 0.27040990886263394, 0.27889517122855706, 0.29455534430726066, 0.30828246191469394, 0.3111363951491116, 0.2917478664290429, 0.2955911121641275, 0.2956019050815029, 0.3120517201605995, 0.33704246171287805, 0.3683414869528162, 0.395197732193281, 0.4008192909715054, 0.44684588106586637, 0.46926088129656657, 0.4662352220200281, 0.4460366235800398, 0.48105049071034234, 0.4691910697811215, 0.4851318446927134, 0.4894067383539673, 0.48558675428780623, 0.5108573195550448]",False,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
66,go,Hit,1,0.7200,"[0.0, 0.010876830281699643, 0.01174760715089499, 0.05671661213488898, 0.04233618311058317, 0.044989606098475826, 0.059585633422299104, 0.022143949577667348, 0.0013161097863520765, -0.014125347706930778, -0.010865003914847949, -0.03072778601049091, -0.02139141628823796, 0.003499028811149437, 0.0265868141778916, 0.03674699981637009, 0.056952577575484636, 0.09688234126816331, 0.10534062443375145, 0.11211722213423192, 0.13642364233594756, 0.17000918790791597, 0.15602665146201536, 0.15277281163513168, 0.15160396679501764, 0.12699770541755764, 0.10936351678664735, 0.12079829966683142, 0.17114442008171613, 0.20063542944160564, 0.22055751154469022, 0.24155967242869603, 0.224855811194549, 0.2684548362745259, 0.28158881577212436, 0.2804075652726373, 0.274783841899988, 0.2586134585606968, 0.25269317839224714, 0.283316899346148, 0.3053198292180555, 0.31814230812122135, 0.31154237035383076, 0.3333641382584065, 0.387069693376489, 0.38643766129028473, 0.3638218626276198, 0.3421022563544977, 0.3522434483944401, 0.3466047459139696, 0.388551739613957, 0.41617757417613277, 0.4314664106826335, 0.40927730983310306, 0.4264232777587751, 0.4237480302037441, 0.4422443308437752, 0.43212078664232634, 0.4217511847640068, 0.42147091235600226, 0.45321118879723116, 0.49447973795272016, 0.5316999692200935]",False,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
67,go,Hit,1,0.6300,"[0.0, 0.02307518275744682, 0.020693745730966016, 0.06147915605210026, 0.06007021016151949, 0.05831378986897717, 0.10194399102624452, 0.11319384416794392, 0.1501249304245587, 0.13747040800105115, 0.1358954844290332, 0.1583625278232869, 0.18960542409485484, 0.20187865430457944, 0.21637542976639293, 0.19674115719860016, 0.2300441090375846, 0.21779962727204408, 0.22973929159668488, 0.25556976907303697, 0.259559819250732, 0.2584501226734654, 0.22495462876167321, 0.21668415954209255, 0.2057736341429479, 0.20142528459489686, 0.229427334991735, 0.243444487804805, 0.2530645704470433, 0.24564172395928255, 0.25948568352815654, 0.26284462313624496, 0.2906028100024871, 0.2758398616098512, 0.2988833848574942, 0.33064489351902937, 0.3339073521890953, 0.32048936973767095, 0.3413521388753187, 0.3479819501558874, 0.3193071554143066, 0.3039980616489959, 0.310289060383967, 0.33069899304275635, 0.3583135564931572, 0.3698792855474311, 0.38721254651193066, 0.4060052876016648, 0.39747463710021186, 0.4234266120287753, 0.4480808810392352, 0.47342691615064725, 0.46138730142384116, 0.5125930855910891]",False,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
68,nogo,Correct Rejection,0,2.0000,"[0.0, -0.006025213569027025, -0.010538152198104365, -0.016509386511292242, 0.014134299271109974, 0.058164328296448145, 0.03227609233976342, 0.04781954429180864, 0.0452176535691504, 0.031061035102753425, 0.050860978313143596, 0.039871323506308926, 0.021306608843969618, -0.0013597336316395238, -0.008945025995345045, 0.007403870737873346, -0.0009574344251961041, 0.017376368657377062, 0.03654215784352855, 0.021781069132656, 0.0717369234856381, 0.09339198770878591, 0.06463139492683906, 0.0631883374602137, 0.06892224774564949, 0.08194601180918558, 0.10152846471592356, 0.09278781838018364, 0.11891467073229048, 0.0842757669777414, 0.08419350990872035, 0.07474606875721435, 0.08504618519309796, 0.1084126679796619, 0.1478463308828069, 0.1181261234711583, 0.12345519865273882, 0.11779521165485007, 0.10821936358290808, 0.07619023346789536, 0.07485108101919112, 0.0634583063139478, 0.07318714691172988, 0.0385525710355193, 0.06189335079382956, 0.039600169722442236, 0.05946645714226853, 0.04884335193550668, 0.08254130826225242, 0.06803183351142497, 0.06220845911966817, 0.07606082732507431, 0.08996963349968529, 0.1137938168395359, 0.08271010522205215, 0.15097851152210312, 0.15502450306017232, 0.14617484669498212, 0.14590617919016396, 0.17234262805988862, 0.15804167023520016, 0.15973632914288485, 0.1359300372763243, 0.15489169691000226, 0.1375325512303988, 0.11375907439266325, 0.1209058868086802, 0.12097588594747047, 0.14452549497138492, 0.10968082529050358, 0.15564395283333105, 0.18633295040126946, 0.15089842614774948, 0.13634535400622438, 0.11335198564438634, 0.09982299537535276, 0.11840505615598897, 0.10449148628037476, 0.08462610582034394, 0.08120006115518816, 0.10547414365370422, 0.11711723860774093, 0.10816619314812165, 0.10013778945276497, 0.06856145863637159, 0.08734190389218745, 0.10566073561761397, 0.08768580730684089, 0.11621418033876736, 0.10737001465476594, 0.13233004999558373, 0.17603116092041782, 0.1744984421907662, 0.18790704752309081, 0.1593161427212947, 0.1627945363526209, 0.15370949479913731, 0.15470936999839985, 0.15808909010440067, 0.1780068326048146, 0.16131707984845473, 0.12042537291598894, 0.14342009697922198, 0.16437152086488785, 0.16017636490095294, 0.17637264483208495, 0.18935042656969703, 0.21722833218240628, 0.22265947130605912, 0.21854706648246117, 0.20902064599891396, 0.18563615140636613, 0.1841761960967728, 0.19473273304433542, 0.1975148674429046, 0.2380687500954165, 0.22792288729642934, 0.23261041568292, 0.23376392385083053, 0.21088819825763155, 0.21388686078920696, 0.2215218999541416, 0.20555829526661046, 0.20864237902498894, 0.24544361577862842, 0.20401584479705698, 0.21154892999692576, 0.2298471567478219, 0.2254154055581109, 0.2205217409893149, 0.2045257634697047, 0.20218741658658476, 0.18637295138665902, 0.15852165537352222, 0.143665800645563, 0.11285412430604375, 0.10699983498824812, 0.10111085686332935, 0.054615217823690894, 0.025231032849547832, 0.02462212477403517, 0.053693012063324795, 0.0777458160806134, 0.09245719936209955, 0.10383511363744434, 0.11017003628971214, 0.098862493273001, 0.09665532733584674, 0.1123069826456484, 0.12359948588900553, 0.09883356926798387, 0.11624673359828308, 0.13014420794072706, 0.11498520986481504, 0.08125982820040384, 0.03980767784993395, 0.018663348259311558, -0.026199169858984354, -0.010237447024297814, 0.010818963760324173, -0.0058304169600636654, 0.0011588705238980944, -0.0042815480187609655, -0.00912422026204605, -0.04860658459580966, -0.03227324019663405, 0.010098665129354818, -0.027485230265300024, -0.0353066310426612, -0.025226840250631037, -0.021967789262915025, -0.011156700712107526, 0.026768758986916143, 0.04089504945240978, 0.01871361838530436, -0.004759850864055892, 0.0027873028358193306, 0.02200808550562843, 0.023668430701199356, 0.00800473737421522, 0.0074927069685901525, 0.027267147904378355, 0.032370597624790165, 0.03937872808235315, 0.06050600970408569, 0.08956282089398242, 0.11641299256708837, 0.12742690108807347, 0.09682743894837811, 0.05427929022586841, 0.06546642216978021]",True,0.8000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
