trial,stimulus,outcome,choice,rt,trace,timeout,w_s,w_n,threshold_a,t,noise_std_dev,dt,max_time
0,nogo,Correct Rejection,0,2.0000,"[0.0, 0.0016862649569801321, -0.02474238877570828, -0.023348017347662793, -0.047115517731631695, -0.03406685757995778, -0.05418911514274279, -0.0396651890483793, -0.04377477619835195, -0.06782393886574711, -0.09204870091355623, -0.09139156365098927, -0.10294842996423968, -0.09034526532504394, -0.07587515509648296, -0.0872473088386937, -0.08885430691569815, -0.1126502439238112, -0.14165896413581805, -0.14446953969541246, -0.15716569723588042, -0.15843058306565877, -0.1535360708637888, -0.1634581790590034, -0.16375448942002702, -0.1693705206433564, -0.15849085853639033, -0.1793864804975952, -0.18646459498886345, -0.20683870129658732, -0.2053972296161928, -0.20961516986289522, -0.2202555169563757, -0.22137592518569765, -0.26761082519966883, -0.26695222932803875, -0.23091119617291675, -0.22958723898034145, -0.22078485825449734, -0.24863676385838285, -0.28735678860915187, -0.297278855566184, -0.2845339590982356, -0.2740596440878761, -0.32156348937039203, -0.3245907207817093, -0.34388917726982204, -0.32246314099914525, -0.3295316275067978, -0.32278652186424894, -0.3588125644454776, -0.37663273818404064, -0.4070896462505277, -0.3965590298958838, -0.4306199045257219, -0.4177189247342224, -0.42658022903900833, -0.42281156624734595, -0.4491604607280349, -0.47238274122475177, -0.44309166446770165, -0.4141253274058516, -0.4058399415688164, -0.40601492452280197, -0.3903701157907655, -0.3690535031548725, -0.3525978333253379, -0.3446683547761745, -0.35534155648532906, -0.3349882466761019, -0.34165736219972076, -0.35457520346551924, -0.35282903079406136, -0.3674435124621913, -0.3727550264327634, -0.3969129031178383, -0.4035404769064001, -0.39375539740972676, -0.39537865511046955, -0.4186723725908467, -0.4183466845577817, -0.3927359055104125, -0.3747125100136769, -0.3876242789794705, -0.4161613327768567, -0.3916350091583355, -0.3984073676285776, -0.3807804547778868, -0.39684669384097865, -0.39633496276488284, -0.3832775899613943, -0.39039376298008915, -0.3686533108734719, -0.3163678174283079, -0.32548768892630203, -0.31355039990428873, -0.3371412623370808, -0.3457164569189917, -0.34497611036620257, -0.3504912388558611, -0.3703562331520893, -0.3639550220483815, -0.440038638776137, -0.4427450434840117, -0.4269532373279179, -0.43289918680630884, -0.4117299728466981, -0.3990151722692135, -0.41138885453153695, -0.4147236894703182, -0.3873860018536629, -0.4163268570356346, -0.44733725433174265, -0.5081585792214578, -0.5125745812839121, -0.5235298545449658, -0.5297468413231625, -0.5358980886679362, -0.5100278855422682, -0.5168233827876555, -0.5323575038640265, -0.5413322030703263, -0.570397437374632, -0.537151345117858, -0.5891946812934352, -0.5688870871068538, -0.5795609209223793, -0.5662430160529525, -0.5712132805343504, -0.5627310088421652, -0.5698472468456107, -0.5818735473241015, -0.592473744166101, -0.6000579395070806, -0.5766586680321539, -0.5597762335351603, -0.563964155832019, -0.5759155088407728, -0.5680993999502187, -0.5846278480436934, -0.5784370732001192, -0.5856488622689121, -0.5851687127475836, -0.5765315940224728, -0.56832367088334, -0.5879819242983902, -0.6091484708984977, -0.5916982532430128, -0.5574040135767085, -0.5568327708807311, -0.5562507541907931, -0.5777634294487215, -0.5894711566334847, -0.5971370581764499, -0.5541495311434099, -0.5926937487912368, -0.60264121890992, -0.5835882587075601, -0.6125859622900383, -0.6123576688983371, -0.597997438252558, -0.6006769757255124, -0.598651418193224, -0.5956539510597905, -0.6064238542803234, -0.5730751312736461, -0.5632270847421722, -0.5677813383225232, -0.5714053248685287, -0.5891434232852083, -0.6324535305762664, -0.6527444124635864, -0.6503407992762413, -0.6614911276644779, -0.648026248914565, -0.6465737884798636, -0.60754386712039, -0.6072581372255634, -0.6555052604081242, -0.614191688049299, -0.5977036954596399, -0.6150997772357119, -0.6154978002581332, -0.6419108073933716, -0.6430581970338155, -0.6685296921078597, -0.671326425681625, -0.6781111888579995, -0.6556510709323633, -0.6661630018777064, -0.6415547538114211]",True,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
1,go,Hit,1,1.2600,"[0.0, -0.007861654478333664, -0.007590312962672306, -0.011301120383372752, -0.005490400813839104, -0.0168036353298369, 0.0030569368098174766, 0.021491443156952682, 0.06280387261331205, 0.0812640840796918, 0.10808213192533073, 0.12445234634151295, 0.10485651478622174, 0.09734644892496351, 0.09387136415402353, 0.105155088157544, 0.1327551034767951, 0.12566106482614176, 0.15679280248249833, 0.13174815314227462, 0.08647916067147707, 0.11259985082152078, 0.13140169412936076, 0.1572242865514309, 0.17462318915385386, 0.1974733825771272, 0.21898756062681152, 0.22271325486842494, 0.21052343638890653, 0.19488016318702664, 0.20371597605547126, 0.21036665276379474, 0.23819346751851447, 0.21610291135097207, 0.2062665343032605, 0.19675415030036883, 0.2117986110417951, 0.1680947676639865, 0.1797443908923299, 0.19982960941792643, 0.1728745698178395, 0.1961711447032059, 0.20997744464149845, 0.21287320032033172, 0.21295216362608138, 0.19989285721997846, 0.1921949264775974, 0.23135435071662874, 0.24161129580451887, 0.2297380589638754, 0.22628090886666066, 0.20968433554362176, 0.1964109719898909, 0.1672235708425533, 0.155707044532016, 0.1461213107461395, 0.177098873100381, 0.1844184205027802, 0.18754234146784582, 0.198519660384497, 0.17590230704619944, 0.19348080388429462, 0.20924520979946998, 0.2272142240903436, 0.2397164304956867, 0.25856953603198474, 0.2490921955557982, 0.2558691217720632, 0.30039845353139216, 0.29421253102588735, 0.311883420519644, 0.2841088867092818, 0.3080481817839142, 0.30702045818349943, 0.3257824968517799, 0.32463008144349104, 0.32796488418245007, 0.29888854116522046, 0.33079296484400356, 0.31541127210111064, 0.34069061290115976, 0.3644626284953684, 0.37769549691278137, 0.39748036705891526, 0.3931395497355428, 0.38871320474488874, 0.40235121831573356, 0.4180947231554692, 0.42337213196948403, 0.3958886163972217, 0.37569625863620826, 0.3958126038549823, 0.3674685412369698, 0.34243109909148023, 0.3409287528610146, 0.35039951772958394, 0.34293164851533, 0.31920727125400417, 0.3473548044796403, 0.35293092731218517, 0.3716257896509307, 0.39358237504990484, 0.4222633390301015, 0.4172866045298357, 0.3817142618000792, 0.3783103788863507, 0.38380467658868356, 0.3908128883815878, 0.4392815354618636, 0.4625855520359571, 0.45917664964379384, 0.46375377426552766, 0.46433155308702634, 0.48795853477571327, 0.4997220204686222, 0.47995715247366116, 0.5132861936443176]",False,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
2,nogo,Correct Rejection,0,2.0000,"[0.0, -0.017905885648913857, 0.007055768068049476, 0.05048251473201175, 0.03175833649812698, -0.00029955201176719293, -0.006732363702728381, -0.005672336981940162, 0.017498920538514803, 0.0745076637079162, 0.0804519847608145, 0.04833170323156882, 0.03145369100486556, 0.02469073642500641, 0.08707043383317027, 0.05969792939312183, 0.050462012411705816, 0.03026538864309789, 0.03693616027725741, -0.019690017813991607, -0.03363704199726007, -0.034042982470389796, -0.016841008694286272, -0.03900385041103244, -0.022970595349599297, -0.029041764047909664, -0.03935777447545973, -0.07658706956193594, -0.08076524618074721, -0.09798583279469908, -0.10771809206441361, -0.1393156664935729, -0.1332797691928754, -0.1051454086647274, -0.08251395978232626, -0.10507756299437529, -0.09414658462554636, -0.09065753731786785, -0.07794851203700817, -0.08005640814096854, -0.0976493973715313, -0.10556758211234965, -0.06777648787524243, -0.02729217779988563, -0.050712397693327645, -0.05403164071542493, -0.0768095760765917, -0.07110007781921805, -0.0996116502074558, -0.09734922392649392, -0.1073003658402796, -0.12061784195965032, -0.12953193750114503, -0.12238079377447676, -0.1353962997705662, -0.13650991622136957, -0.13768706045889512, -0.1133253908390088, -0.11412202135058155, -0.1420185159436529, -0.15341281185631203, -0.1516428011803138, -0.14898396304845837, -0.13180989382642458, -0.1302389625085587, -0.1560415760213051, -0.14350255404289505, -0.09911154853277404, -0.09852115282942793, -0.11510582964518504, -0.1296973967291699, -0.07088456206678057, -0.06378353427818131, -0.12395075896890238, -0.1502446807017664, -0.1437845948753632, -0.15097375029888865, -0.14089655247000465, -0.10948391731289175, -0.10355503433085998, -0.10236772102083971, -0.09730314478730884, -0.08597020776498841, -0.10873306465475097, -0.13801377690792732, -0.12653286902372138, -0.13189417548947652, -0.1605796735635909, -0.1766000136923656, -0.17943320325933332, -0.1806094980199893, -0.15983864630451322, -0.19795262976116612, -0.17395569959804477, -0.19222338866895372, -0.18265447038363292, -0.17067329830355882, -0.15852514779179863, -0.1874682276485387, -0.2211050412298254, -0.21647992086976686, -0.2028647224646968, -0.23690811856691338, -0.25211561300098967, -0.2667182815894988, -0.24864293198896886, -0.2590201359379812, -0.2546292744170262, -0.24566199426812754, -0.25217379151781977, -0.2795559945172128, -0.3171071366685172, -0.3084620402479728, -0.283573541813439, -0.2974000922821514, -0.3074356178932036, -0.3504073598513321, -0.34364934169150385, -0.3611156330523553, -0.3481176789647347, -0.37792196863251476, -0.36744894610001194, -0.39204951289795353, -0.38468539831485715, -0.3767779630290774, -0.3901727844032969, -0.3679615148213464, -0.3709101844761229, -0.3370570404361339, -0.31434895754344017, -0.30018034443000846, -0.31905593192369147, -0.3171368172882827, -0.3274294817287442, -0.3721040368012116, -0.3755769070372896, -0.400962301247391, -0.4151361962567239, -0.4103494126005986, -0.3947228472607562, -0.4255641096510953, -0.4395796227653682, -0.4475782580837784, -0.49070588770493384, -0.4677514980189852, -0.46001999148116607, -0.47636544587616253, -0.4734452589756142, -0.45075476288752453, -0.4516339515091099, -0.48906217151438447, -0.46829470055811345, -0.5055198272097208, -0.49920783693024384, -0.5558776720308153, -0.5423404904913938, -0.5423492459649915, -0.5670788193388826, -0.5877867818923515, -0.6046564031213734, -0.6197656951087744, -0.6012222542635319, -0.5966385330027701, -0.6061941059157792, -0.573799985862336, -0.5868676917240356, -0.6188106730606096, -0.6511533305332712, -0.6181237876225013, -0.6170445417509491, -0.6047328976900505, -0.607159394517007, -0.6116783663800206, -0.6425439580580617, -0.6464938381079508, -0.6291915993485426, -0.5926259652027909, -0.6124111661810246, -0.6202136189083677, -0.6210186281947059, -0.5958519782244823, -0.6076913253072093, -0.6307296305158713, -0.6570758458213789, -0.6808067033098552, -0.6552827979177933, -0.6323366905496368, -0.6342854951907009, -0.6504329101358823, -0.6662323086585461, -0.6656889215011847]",True,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
3,go,Hit,1,1.0800,"[0.0, 0.006281637294865011, 0.04782351228566503, 0.04495885445374568, 0.005610072822848103, 0.0028812486678082387, 0.008621177118881485, 0.046261512714952296, 0.06547262422549692, 0.0742669604334606, 0.04507343562766535, 0.06799305872787344, 0.0751252502687169, 0.05836490644272966, 0.046322562580085026, 0.0894723224213744, 0.09360267613558255, 0.10086736029606427, 0.07905141642986385, 0.06650043929416605, 0.06351916420283879, 0.056158010851954175, 0.059699143009924564, 0.04989847515389401, 0.06054851975642158, 0.04304087366276206, 0.06396949301536223, 0.08545323758148372, 0.08374604166766787, 0.07897127036981981, 0.07406107404768247, 0.061145613281573065, 0.030266041778451963, 0.05205915955711664, 0.05348134813358456, 0.06444337418750719, 0.08375374322530704, 0.08899105580518053, 0.13094637547368065, 0.15785285380057068, 0.1776902619653339, 0.21180001469351428, 0.20729377953199754, 0.1652774994497082, 0.15875394211347144, 0.16485679983576934, 0.14299662358006415, 0.1318116619275299, 0.13308324553103948, 0.11684410012573027, 0.1219003702541168, 0.1682090530051276, 0.14219869572590263, 0.1477678013608719, 0.09845473659007103, 0.10578876928611256, 0.10166159833384986, 0.12477342999391416, 0.1125637507791089, 0.13143869471278175, 0.12472925257940445, 0.13025761458136165, 0.12564929748722195, 0.14430245114982526, 0.15386972032460713, 0.19435148478599706, 0.19358496764744543, 0.19856337161249374, 0.22332941679541343, 0.2326531277670197, 0.248149304387699, 0.29504302593078613, 0.29377289462802253, 0.2883120231616517, 0.28987966351570305, 0.3499881893034724, 0.3376869724936519, 0.34882729697782316, 0.37968790675137687, 0.3794432816546345, 0.3715405252508193, 0.4078798795757848, 0.4085694076833835, 0.43090195743523463, 0.42472781326622994, 0.40794888138690416, 0.4365327183378498, 0.4414878431868409, 0.44143905275666756, 0.41845734810792806, 0.4327047198496138, 0.4126882346061703, 0.4117869984654709, 0.4168763604241051, 0.39878214738669077, 0.426826201409395, 0.4447187883866806, 0.47823523476139806, 0.5002964260193165]",False,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
4,go,Hit,1,0.7900,"[0.0, -0.0005882773935640502, 0.012888787056055957, 0.04955750818487536, 0.03639329238837787, 0.045136703210882215, 0.03969169786060872, -0.005404278366729791, 0.010558559956540498, 0.028620889626221103, 0.059814416099483514, 0.03640420951012676, 0.047871426585109636, 0.04259198023177914, 0.06345086564380162, 0.052778357351288205, 0.06756691078024737, 0.10850293253436692, 0.08006834507599545, 0.07723615292672709, 0.0667312596155033, 0.1076038702331917, 0.09066770056581878, 0.10378872355469364, 0.1469910900386522, 0.16290837118949586, 0.15851878302024047, 0.1478204473492252, 0.16292448328726888, 0.1595721144279145, 0.16435374406602407, 0.14043699726139805, 0.16432995390680094, 0.18306464504759487, 0.1969407236630007, 0.17036793611857112, 0.15357285657992234, 0.20140593798960443, 0.20075386763369926, 0.2198305794711268, 0.22810769747511164, 0.24408436407168854, 0.2530160010111592, 0.27832515872630076, 0.26627970341877055, 0.3140494836372938, 0.3211986227044606, 0.3201413508838037, 0.35491347825552866, 0.3900855264534304, 0.3802489105487199, 0.3815294573778228, 0.34649843386009294, 0.3477140264137726, 0.3610812875701448, 0.35208374411092214, 0.3453324780675218, 0.3460058295316802, 0.3564941820282887, 0.35754221084999865, 0.3996713073629281, 0.4030388126132073, 0.43357946641670886, 0.4425634011858992, 0.4640369556482461, 0.47610020631120137, 0.455732151301556, 0.45532895668856116, 0.47495192622061766, 0.5009998498101639]",False,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
5,go,Hit,1,0.9900,"[0.0, 0.02975536845565445, 0.041796531860729014, 0.037651891760313944, 0.04181475539752114, 0.03695774138646597, 0.03831530996331233, 0.044630226379338105, 0.06266302470748004, 0.03475279872679438, 0.041293117028013006, 0.04613545908050424, 0.07872176340248845, 0.06519716155217015, 0.07038988505148676, 0.07233295612694468, 0.05179104406283208, 0.0508911190448963, 0.06185055844380431, 0.06459042127948585, 0.061378877436474216, 0.0594841196260953, 0.06292151194004462, 0.07299634200283261, 0.06192463461989315, 0.10512019948745212, 0.15166606650276251, 0.17659208408841381, 0.16799030043324237, 0.20321794304757554, 0.188981288062558, 0.20065661972810653, 0.17470792657249207, 0.1895809631818061, 0.19081501994367991, 0.17676242311479634, 0.16962650194278653, 0.19372287572263094, 0.20620692928872228, 0.21695795901835546, 0.1819202580153813, 0.2196323045303883, 0.19018482983064167, 0.18314554731457003, 0.16637978197658704, 0.17726303269767624, 0.20878103306965853, 0.16819919744486542, 0.18203097634046211, 0.20070062716424772, 0.22248102079555884, 0.23388451710440059, 0.23791961997060795, 0.23526881881071846, 0.28380062897428604, 0.27973946887022166, 0.323159035885886, 0.3444637901551028, 0.37285694407438175, 0.363137424679555, 0.36078966688389613, 0.38772546062705643, 0.3720523388626731, 0.3584103802585891, 0.37898634005475756, 0.3821757769666459, 0.367471196755415, 0.375192611230721, 0.38232520626985705, 0.36656701785742174, 0.36397975508648056, 0.3634107383451556, 0.36748041564842054, 0.39758690976093713, 0.38971374101277534, 0.4014137409785341, 0.3999413211349352, 0.44547343486835334, 0.4529967794884796, 0.4471794702335371, 0.4647512204395354, 0.46594224419161906, 0.4417892073104127, 0.4652419319905864, 0.4397674521348253, 0.47678504868987015, 0.45924649225839276, 0.45492112649840216, 0.4923118997218068, 0.5424321316221884]",False,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
6,nogo,Correct Rejection,0,2.0000,"[0.0, 0.007542771166059016, 0.02229235161227066, 0.010071438024839724, -0.034484084064695206, -0.05914486429608885, -0.07096913792070345, -0.06256262671042447, -0.06899772370259147, -0.07518393066962198, -0.0677432584776993, -0.09792475579199388, -0.09743797176927149, -0.13695026050793863, -0.1645264728835952, -0.15673809594057814, -0.15322435860708378, -0.1494725029829632, -0.18170643201185127, -0.20514525072237255, -0.2213832234408716, -0.20261445807828368, -0.17983965717964326, -0.18082916727093515, -0.21080662260059335, -0.21087275615092105, -0.1933903700693845, -0.20348379666140723, -0.21459606175333754, -0.2271010481419929, -0.24683682117040798, -0.2871763106672723, -0.28910070001326343, -0.2752496860035453, -0.28489784688700864, -0.31025647989362737, -0.3272461971407252, -0.3700376950069455, -0.3555103466143903, -0.34137500291854156, -0.3472118219192756, -0.3253216764525408, -0.352770201817954, -0.32825480558859993, -0.31733446635747353, -0.3404924207745555, -0.338646728360308, -0.3406733896974816, -0.3577522250183059, -0.330150756605851, -0.3309665983178945, -0.3413766591762014, -0.3264141286761185, -0.33952286149774913, -0.34500656387916223, -0.340945869680347, -0.32381871109875254, -0.3394085256711977, -0.3554478244759946, -0.3556467148040161, -0.3889080651309123, -0.4010119558421958, -0.44382153657252416, -0.45883018003691023, -0.43323963544436006, -0.42689663143872647, -0.41926578037451867, -0.41555546532429677, -0.4138636740890394, -0.40910775517997644, -0.40885649776040917, -0.400526133077172, -0.39931279049624857, -0.40017981345525433, -0.3895020737342741, -0.37685570335888025, -0.3857215767257408, -0.33869645413848787, -0.35995590521110604, -0.36567903935092694, -0.3747641124866229, -0.37189875048258025, -0.3881965825682295, -0.41116482552965894, -0.42074515554658803, -0.4252657079307371, -0.394358536828074, -0.4061097623669469, -0.4086299355982497, -0.44693193825204947, -0.46367654511701517, -0.44130874705036105, -0.4692728287217207, -0.4960615554128657, -0.4818066943760052, -0.49566575265446033, -0.523920047013608, -0.4977912326657305, -0.5190169355873022, -0.5303882838058493, -0.5312389277063049, -0.5258512441833285, -0.5046522410898364, -0.5081289739204828, -0.5439185130694502, -0.5609123845159998, -0.592280672171979, -0.5975056429143497, -0.6085183211188241, -0.6219304242508694, -0.6481451994313875, -0.662464314749839, -0.6743729118394199, -0.669732032916479, -0.6620835074237049, -0.6556956618580064, -0.6358618620026806, -0.6551755927256023, -0.6526400899765182, -0.6478455977719341, -0.6226880063086191, -0.6519966802195339, -0.660059170607536, -0.6256105486039125, -0.6149613961803981, -0.6021627823480907, -0.61671135796919, -0.6280655647396339, -0.6322597913961447, -0.6710807850889463, -0.6381088455684898, -0.6760445109693298, -0.6672127720481434, -0.6817593320196379, -0.6772773799275275, -0.6893483424316346, -0.7248325722849054, -0.7289823697428244, -0.7331454216768049, -0.7580712600262527, -0.7647051210673323, -0.7707788722596071, -0.7643533176026216, -0.7886871285951575, -0.8284581977782219, -0.8343658361512477, -0.8385510654181233, -0.8411011429907157, -0.8215297967822706, -0.8262542158836331, -0.81316544694633, -0.7879604678218803, -0.7845575118023989, -0.8043679676244783, -0.8000424894388416, -0.762946382451218, -0.7546396774105383, -0.8017780177302505, -0.8160037989992154, -0.8119066855646933, -0.8215256519411492, -0.8264819591903352, -0.7982458908243544, -0.80667080252968, -0.7930765255707284, -0.7859642420865222, -0.7967655591549615, -0.7982659819813969, -0.8160459443739582, -0.831913018648629, -0.7938102302939778, -0.7942223539232683, -0.8078965704616714, -0.8184009246532035, -0.8050944878180083, -0.8054366247859758, -0.806509977029616, -0.8130908278736316, -0.8164310360945444, -0.7997661775898521, -0.7802778149129643, -0.8253245475216388, -0.8031328177594996, -0.8282381290007605, -0.8443224466533629, -0.8282085175715533, -0.8328002753934067, -0.7899560549645281, -0.7976214064030913, -0.8259929549680551, -0.831048139848107]",True,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
7,go,Hit,1,0.7800,"[0.0, 0.05820036944842494, 0.04564268157734688, 0.013305054604332428, 0.012516260717222245, 0.00486212155609817, -0.002484973544131488, 0.012943038772120002, 0.024520240880102948, 0.031721198368447445, 0.05618095805185474, 0.06795480933881382, 0.08489064257668119, 0.09505344450436226, 0.10776401107423922, 0.12844365098893124, 0.14213705460972711, 0.1590465301459927, 0.13306441615174275, 0.15688888920619343, 0.1416520552850812, 0.1584416046155839, 0.15098868584210606, 0.16804581104394245, 0.19634572263434164, 0.18708991004563436, 0.19483254235159017, 0.24111005507678573, 0.2686440017539566, 0.2686724151440616, 0.2518936122960704, 0.2924088624545247, 0.32529453098152594, 0.35054693425321654, 0.3290017689032852, 0.3518894963716085, 0.35678221975903, 0.3611387417838985, 0.38392673494999907, 0.3403640883182823, 0.3642701779246572, 0.37251575947168797, 0.3499985810216814, 0.36605374611483094, 0.39446440647047953, 0.3889264259737958, 0.4076473758919348, 0.39756587184612, 0.41849326064774317, 0.417311089530187, 0.44473035818159967, 0.44836439568214503, 0.45656996493354973, 0.44384336015382286, 0.4819808806695364, 0.4951183272733398, 0.4926402334551256, 0.4717226328438009, 0.4564890199725616, 0.4547614244681437, 0.46981757187538836, 0.4718165351803602, 0.4512801878924363, 0.49323726726433337, 0.48715978864269205, 0.4775276455663055, 0.44718747512705037, 0.49482100331408296, 0.5101376466524244]",False,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
8,go,Hit,1,0.8600,"[0.0, 0.03420491869921345, 0.02611852080332181, 0.02512560988901442, 0.0519052387444834, 0.06806394239296099, 0.09994235618369803, 0.11322611632463445, 0.10511585980785193, 0.12091829852793688, 0.09643720998539218, 0.09441711644598293, 0.08006822599026348, 0.10016281888796084, 0.08013126416138064, 0.10782982081617996, 0.1088898125567725, 0.1180418254883128, 0.13207141659070462, 0.10886642583105555, 0.11536992656068748, 0.0915959384563591, 0.11722511956694313, 0.14127457149509612, 0.1477848974794229, 0.13415118293031456, 0.15477833448487194, 0.1541378409815902, 0.19111662916463087, 0.17090076823098904, 0.21702743449755985, 0.2012926014772802, 0.20166187614857772, 0.24899255654985175, 0.2680051039214128, 0.24459260712757586, 0.2561552028880262, 0.2525000930589443, 0.26512066789236344, 0.24098183001708579, 0.244683657015031, 0.23471308746988698, 0.23918448162244368, 0.2612258171534583, 0.25645897510441495, 0.23697689397688815, 0.25778498947002576, 0.2505827185675958, 0.26846252062963344, 0.2987423719399109, 0.33651714205400274, 0.32488861009202463, 0.3270933572886254, 0.3344310400514629, 0.3402407228648412, 0.3501413291206348, 0.3509890962967067, 0.35182514331508147, 0.33737353026258765, 0.3391326378855133, 0.3191789528519915, 0.3317388261812616, 0.352560652890324, 0.37884471183047547, 0.3772765626393706, 0.37184051601163415, 0.36063258205650006, 0.35217038778325754, 0.3614244355693704, 0.39935820204251743, 0.43209290393364447, 0.43667127604028505, 0.4709851933785037, 0.4710891026329688, 0.49336733605998684, 0.4870297143381886, 0.5018938483363621]",False,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
9,go,Hit,1,0.8300,"[0.0, 0.019452591255726192, 0.010417601847702383, -0.00805896260891142, 0.0017258507502250046, 0.020896124426347886, 0.02572983942224222, 0.024081635715087465, -0.006851548541280693, -0.005685905093272151, 0.0012252056410012, 0.0005988928164352026, 0.0027677272006498966, -0.005778941119958985, -0.01748336072051384, 0.00022124766056941247, -0.0012943562653272888, 0.012735974683070705, 0.005188584143969773, 0.019692958842709492, 0.06432778480899624, 0.056483894019157765, 0.08051837757828953, 0.10247951360475971, 0.07595556552430738, 0.12802682027344714, 0.16019245081670888, 0.16018325494027488, 0.18906305895790534, 0.1948868588450597, 0.2503675904388779, 0.254322722206651, 0.2711992229525078, 0.28721565983730324, 0.2781484466999628, 0.2802362291846072, 0.3054258721734472, 0.31263351697064323, 0.299341481642879, 0.31389147106604015, 0.3228758546827677, 0.34100189218070337, 0.3621839642521752, 0.3909925474269505, 0.388488530046759, 0.370157210085844, 0.3758714249476525, 0.3958009782272094, 0.38591328290620913, 0.38440252992967266, 0.3896118582216621, 0.38707851725046755, 0.4155642563838906, 0.3995669382929882, 0.3788411116472301, 0.3875582087848259, 0.4118780198723502, 0.42739345375538107, 0.458564925193261, 0.4526118094823125, 0.45634528504632027, 0.480296433920618, 0.4647086513570755, 0.4828704162532815, 0.459947699457707, 0.4480863113622769, 0.4597281789403589, 0.478667500036106, 0.49728221186512217, 0.4832403675098178, 0.49588679220385995, 0.46979386800338135, 0.48686903766798856, 0.5228699149779877]",False,0.6000,0.4000,0.5000,0.1000,0.2000,0.0100,2.0000
