trial,stimulus,outcome,choice,rt,trace,timeout,w_s,w_n,threshold_a,t,noise_std_dev,dt,max_time,affect_stress
10,go,Hit,1,0.1600,"[0.0, -0.006720382813724892, 0.052600712425096556, 0.03571082109599798, 0.0484076888776824, 0.08183443964994376, 0.10249806944086348]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
11,nogo,Correct Rejection,0,2.0000,"[0.0, -0.012222148108320858, -0.013717090673718539, -0.010685139151134088, 0.0011649717573595751, -0.030075995462885776, -0.05590997554549524, -0.10136551508824934, -0.09995685315854035, -0.1136176563282728, -0.13694274843775234, -0.14181540057433473, -0.12540879541359662, -0.11657261656767223, -0.11312088655102563, -0.1312576942256863, -0.13419577588781514, -0.12365570229309365, -0.1286990481328418, -0.14243037619365723, -0.11472889724953901, -0.11749941868553045, -0.11858786254372519, -0.1387858158899279, -0.16215906479286435, -0.12418917476875056, -0.17016450938669653, -0.1666178982394439, -0.14501790093125083, -0.14262848563981034, -0.16189382844049052, -0.15635813254327088, -0.15944814994027262, -0.17840270877550812, -0.17094955182100133, -0.14222197837398157, -0.136452306992494, -0.13799148969880487, -0.18341342607758418, -0.1822276831118851, -0.2040756141006576, -0.2180274128205759, -0.22651456011298793, -0.23218697001053348, -0.23760604380691114, -0.22331155818991083, -0.19834376423250527, -0.2300952624006287, -0.25709952632153343, -0.26615717181982945, -0.272228894791572, -0.27790920431369587, -0.28604988294092465, -0.2719222001083348, -0.29782494086578365, -0.30907287578606474, -0.34283311445999326, -0.34988802423914156, -0.3482399223039066, -0.3802924284602317, -0.3542436284851168, -0.37630626425873565, -0.3715921932321722, -0.3560992162996221, -0.36563360645670606, -0.38152386755749623, -0.3869665359249332, -0.3901553644495509, -0.37773775174739505, -0.3162194734152024, -0.3238100260086471, -0.32403534125625716, -0.3479815039387672, -0.36738752060631663, -0.3804760085376461, -0.38892690644883116, -0.377370307260306, -0.394455534662766, -0.41359467231985525, -0.4016222809231088, -0.4119589120823625, -0.4061995937272493, -0.3954190295724874, -0.3780359149226196, -0.40073085974622435, -0.38893564691638854, -0.3854869089262436, -0.3977424225811504, -0.3954990079995678, -0.39060047902983974, -0.3606450393260264, -0.35626699127894124, -0.3441089771921841, -0.3495706203080521, -0.34610782880397245, -0.3458187587999529, -0.3378206709443906, -0.38690189176087475, -0.36022649588237504, -0.37792891483677105, -0.3701431094077817, -0.38027562511058866, -0.3732716525620309, -0.357835264475535, -0.3361214675434412, -0.3041255185961326, -0.3227545447593014, -0.3048136332747315, -0.28655081638358615, -0.3232048827241884, -0.33702404340204567, -0.3196397444939953, -0.34298790361140297, -0.3806554986603432, -0.3827913322626207, -0.4053153691316193, -0.3760288515588861, -0.3818555695477199, -0.3915572652445551, -0.41669625091294754, -0.4305725695573854, -0.4500570863873044, -0.4414143033052825, -0.4343588233176488, -0.44325599467302834, -0.42994796871701185, -0.4408927773244172, -0.4449178972603601, -0.47328786765021136, -0.4747794320633971, -0.5347274973856083, -0.5636819591739335, -0.5848195100593528, -0.6162477407053731, -0.5946563837749504, -0.5981184994944314, -0.5659254991356797, -0.6136931654736921, -0.5965698553243076, -0.6014099311631957, -0.6206671740858443, -0.6413683218224645, -0.6607156154450744, -0.6548945581967406, -0.6510948415638906, -0.6302884830369492, -0.6264069776762533, -0.6197277315048804, -0.6276394128343937, -0.6293799513541969, -0.6298540791141862, -0.6133157117218998, -0.6227045182698152, -0.6435774287972014, -0.6509162441842661, -0.6704163077652351, -0.7160976096739664, -0.7188649771567807, -0.7483503257826903, -0.7583546822605175, -0.7453979171464234, -0.7536242898228763, -0.7584196472512398, -0.7516213618488797, -0.7435641123797258, -0.7540276367151175, -0.7815307482643988, -0.7683418591491975, -0.7698866754502967, -0.7757637561947655, -0.7719142597977702, -0.8179474311466183, -0.8128392475261725, -0.8257215028555871, -0.8251735826766909, -0.8374645299720765, -0.837587435636702, -0.8327848365073786, -0.842982803470518, -0.8756387523484513, -0.8489966444354995, -0.8657536315654453, -0.8948648484234608, -0.9217730126061274, -0.9290575761276315, -0.9120804335156936, -0.9066073774125263, -0.9082854218278116, -0.9412372213415363, -0.9417848395554488, -0.9296586466141793]",True,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
12,go,Hit,1,0.1700,"[0.0, -0.016757524652983472, -0.008248215695088908, 0.03941147487935121, 0.05801560823352597, 0.09596530443150528, 0.07457282672948873, 0.12025642498530595]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
13,go,Hit,1,0.1600,"[0.0, 0.01105463901686673, 0.020490295589063297, 0.06282466603744796, 0.06393394625937689, 0.07787918030749903, 0.12496661957829616]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
14,nogo,Correct Rejection,0,2.0000,"[0.0, -0.023673636787729206, -0.025728991881354617, -0.046129326478239654, -0.058743391384861586, -0.051610402055923654, -0.06837400328948301, -0.0976041381783149, -0.09269444327209951, -0.10904670237822628, -0.11188273873410455, -0.12720156305869135, -0.1439512209984089, -0.15204012565864802, -0.14652184848825497, -0.1633742919681412, -0.14188128292166036, -0.15745069849602616, -0.16231925048754461, -0.1801266385188172, -0.178369014969167, -0.17834364076006728, -0.1694075528218586, -0.1875411571065315, -0.19547341035608695, -0.21213492441794, -0.18697169957729323, -0.1659366800619001, -0.17518626045211455, -0.19714061153233403, -0.2170812394582518, -0.21776960973517615, -0.21187256446665814, -0.18108961967351367, -0.1563217638280233, -0.18349393296651909, -0.18866447902474098, -0.1633785286410645, -0.15111200256438576, -0.13516310301564965, -0.13342164700466994, -0.12496307284044535, -0.1311273971068602, -0.13619860865529232, -0.138303778875638, -0.17710626278168776, -0.15619496435224065, -0.18103170470538496, -0.1774038417279872, -0.20068937235256207, -0.22184862927332225, -0.25185142362641094, -0.25083691722152984, -0.19519649232767056, -0.2000736413031334, -0.20882663723417277, -0.20115563156823496, -0.2111683835148942, -0.19941401802259962, -0.21306650136124947, -0.1931674719457602, -0.210614419350839, -0.20810646673675087, -0.21566585007278827, -0.18440633523828137, -0.1594167736860054, -0.1421135329086199, -0.16658699482681164, -0.19180438594503335, -0.2225637082980214, -0.21283705789578317, -0.22919889714404704, -0.20073108817824084, -0.22048021178115323, -0.18788019967985395, -0.18392642758107927, -0.1808294044736846, -0.1436487665665765, -0.11368956883069319, -0.13283184962125527, -0.1253774264456326, -0.11048006830558213, -0.0837489950497731, -0.07952062851077005, -0.05997771643482843, -0.07240336314189179, -0.04647828720744317, -0.06797158303512599, -0.08537279048021178, -0.08422145638344232, -0.07959311204476302, -0.0745661165047097, -0.07920924587400528, -0.1303009690216065, -0.1330729279147503, -0.15431728807220052, -0.16889232946960128, -0.16206472998639818, -0.17006888675017398, -0.20030448640122922, -0.18598926642575403, -0.19721927546345222, -0.23318086963648973, -0.25247432614973886, -0.2848733306298235, -0.32206658863515814, -0.32501015955088347, -0.34848793306901504, -0.3552444627073033, -0.3595173675222572, -0.3506593734897758, -0.3249019554013969, -0.31661864460499706, -0.32038276389664333, -0.3506514035561215, -0.36771575590134875, -0.3970150397194123, -0.38423162318185733, -0.41062336922681275, -0.4285717743471724, -0.4669352462701446, -0.46044296153285347, -0.45974442460202936, -0.4782070235139809, -0.4940989811872438, -0.5180184246135953, -0.5812917203088294, -0.6083663529999274, -0.6563284726652405, -0.673097608334608, -0.6514111629043488, -0.6767184502015983, -0.7148914975668308, -0.7149463631763073, -0.7328682027483536, -0.7522395333498872, -0.7658545914184622, -0.7749484930672176, -0.7886486756059965, -0.8166121240436415, -0.7853223741113168, -0.783782417656964, -0.795152797926193, -0.7664135111321503, -0.8033732912936044, -0.8103264974165253, -0.8087961923759202, -0.8167857106330156, -0.8251082978780331, -0.8450733201030827, -0.873626697536606, -0.8899304095938368, -0.9134327784002038, -0.9326525444350984, -0.9303144801581376, -0.9003952980701583, -0.9216975138791564, -0.9674595718241755, -0.9745078864933708, -0.9577021725472281, -0.9763716485492242, -0.9657044720385215, -0.9713079869459981, -0.9901655027455961, -1.0091799118540412, -1.0341180612955145, -1.0363583393911835, -1.0295477599815321, -1.025041779187693, -1.0651547250231468, -1.086694542181314, -1.0633342838568822, -1.0832722778821287, -1.1417059590549368, -1.1704535110491696, -1.1493532686020766, -1.1709209096671802, -1.1712939460664946, -1.1676657844390246, -1.1817802982686625, -1.1994719275661658, -1.1900246706515958, -1.179173136720469, -1.2032500679941525, -1.236443746928126, -1.2749090046682716, -1.2852591660539574, -1.2985729939075847, -1.316365727837811, -1.3387886687606072, -1.3410135641017802]",True,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
15,go,Hit,1,0.1200,"[0.0, 0.0632248032575224, 0.10636633932479568]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
16,go,Hit,1,0.3000,"[0.0, -0.02152545419220877, -0.012121149502920606, -0.02245990289154963, -0.05376847941078745, -0.040762652259323025, -0.04658193862593463, -0.04403888003912439, -0.029906125718235744, -0.029823532829335517, -0.025044697140605126, -0.0060150392345951105, 0.03620856427821152, 0.021024491993904132, 0.011439153861120422, -0.0008055476063602955, 0.005459121461820095, 0.03438147002240896, 0.05028431880518252, 0.09725794812341956, 0.12345552943799872]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
17,go,Hit,1,0.1600,"[0.0, -0.0039512943225510425, -0.006198721404008048, -0.0002552116952544512, 0.013816058510734374, 0.04955721981032554, 0.1010616335134079]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
18,go,Hit,1,0.2900,"[0.0, -0.008730486818429424, -0.009279845925149464, -0.008652164050455232, 0.002120705608878686, 0.0302291658449377, 0.031690653525724005, 0.03095526270982541, 0.0532138738704869, 0.03753949071849828, 0.04193066770593376, 0.052321325793907185, 0.05343326782496245, 0.08060547909289621, 0.06900802721532225, 0.0391940343830302, 0.04378987889700178, 0.07018390428701961, 0.09509966855943687, 0.14553797576265565]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
19,go,Hit,1,0.1400,"[0.0, 0.05208721597768289, 0.06326386177332105, 0.0846935636241886, 0.1129537419381574]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
20,go,Hit,1,0.3900,"[0.0, -0.02006065655463476, -0.022463049824358636, 0.00822327453713833, 0.014519472394420078, 0.03661975175171503, 0.05190877373838489, 0.05939269608277334, 0.05229969180358255, 0.05548147593922461, 0.035628389996915796, 0.04704937058700327, 0.03439017031132811, 0.06129285266776906, 0.04898655909526008, 0.07218094929128367, 0.032288819396743045, 0.010910806229449805, 0.021191110784304343, 0.03602848261255093, 0.018420668351212335, -0.004541107276838246, 0.01393554148778876, 0.01409417682067505, 0.028638293498937952, 0.017077398867218086, 0.0319351121844577, 0.0356386152501663, 0.08182768313825226, 0.12819600942776374]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
21,go,Hit,1,0.2000,"[0.0, 0.018611586168531254, 0.006972234177486783, 0.03312256018585895, 0.03572147245497613, 0.029942101703528217, 0.02518515852836293, 0.05456455385447759, 0.0280823282036642, 0.04781232118570265, 0.10219420465920953]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
22,go,Hit,1,0.2400,"[0.0, 0.01887824597551544, 0.0292689348613175, 0.03147396252651386, 0.04077133836975219, 0.07783251905801111, 0.06451267667099302, 0.07934703589761644, 0.06279178997462301, 0.054464879396303456, 0.07447969348587002, 0.08920795810693177, 0.07411259923591412, 0.08921215504715548, 0.1347509710807563]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
23,go,Hit,1,0.2000,"[0.0, 0.047945656884833605, 0.06143484702933505, 0.04966308817196098, 0.049470491840445364, 0.0641977012527614, 0.06892730262756842, 0.05634665201587981, 0.05907787618393621, 0.07930002857144243, 0.10854441101107981]",False,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
24,nogo,Correct Rejection,0,2.0000,"[0.0, -0.008630813007147518, -0.028419003228212142, -0.03671039122243392, -0.03221401591876745, -0.032377748118333, -0.0308801344075173, -0.037342590860861787, -0.07365570416791914, -0.07917116337179356, -0.07223463279940369, -0.12859958061091337, -0.1447697797747899, -0.152374836001117, -0.14318493095595425, -0.14079452223122124, -0.12802841815912985, -0.110484492715791, -0.13319530577977534, -0.13529412207633496, -0.15473961470640668, -0.161159177237913, -0.17910553605735433, -0.17390936370846466, -0.1546207224284787, -0.15180417115492914, -0.16187172370687714, -0.18036346455415353, -0.16751035187930968, -0.16734787244252053, -0.19006758375779806, -0.1683822374846668, -0.17126290916311418, -0.16082071310849783, -0.18445948526759848, -0.2050364527718328, -0.21080869092169457, -0.2436958902164052, -0.26759648276230463, -0.2852064942675906, -0.28519860870487257, -0.28596716345664774, -0.2662584057284214, -0.27498624658449194, -0.2824786474754198, -0.2896360782745502, -0.3127394052731812, -0.33948219687304393, -0.34231898653891457, -0.39917178851447227, -0.3989929344374711, -0.419398757646066, -0.42276963480728563, -0.415546225834967, -0.4164845943793322, -0.4286575489370095, -0.4276149671422821, -0.4137905671575318, -0.44531883776308057, -0.46999017484349903, -0.4345303768385264, -0.43209383898083126, -0.43342932640083964, -0.45763496881533783, -0.4635880410081123, -0.4946440071767248, -0.531064839144891, -0.5151282198253371, -0.5080752093313667, -0.5403741871901204, -0.5677566367576687, -0.5708738343670613, -0.557119358637584, -0.5478203760146967, -0.580596039434443, -0.6057662054422507, -0.5993842746959978, -0.5915067542516684, -0.5928631402402869, -0.5832628518076072, -0.5805455153757232, -0.610881003191142, -0.5931955197801785, -0.6096726665949432, -0.5475933530492152, -0.5605561895529377, -0.5585013720354998, -0.5786619550082654, -0.591953620771907, -0.570204722090768, -0.6104189688810766, -0.6152444856786641, -0.6593841102552487, -0.6687960522818024, -0.6801496569263606, -0.7190000804785236, -0.7334816995359753, -0.7141789057378596, -0.7037249710357186, -0.7128050698485517, -0.7170899644220016, -0.7529746583640058, -0.7398027336557831, -0.7451191303455424, -0.7421073250205373, -0.7320915785354173, -0.7320900761375515, -0.7116300931507761, -0.7391597031944125, -0.7098132029197671, -0.7140412875322053, -0.7063164083918312, -0.7085380932477625, -0.7069251654276152, -0.7223139998963402, -0.7272012902142132, -0.7320635503948355, -0.7259846602307608, -0.7401537876684506, -0.7264915809580957, -0.753704724775144, -0.7637126519773559, -0.7882594155404508, -0.7890865896976689, -0.7847061425445692, -0.7723497185533664, -0.7670775158083782, -0.8039498187330218, -0.8020847151063781, -0.79341817931955, -0.7990904997618626, -0.7972747530619264, -0.7894228203218785, -0.8094785360056601, -0.8166329976750302, -0.8362370275932508, -0.8227892465974647, -0.8547548673431367, -0.8449537341508684, -0.8548436716927278, -0.8372443984788174, -0.8404436486421706, -0.8278543044371489, -0.822507103263401, -0.8636181636786577, -0.8550664594660721, -0.8883347877424679, -0.8975322633094822, -0.9166123202762128, -0.9060618933756684, -0.8998567154852881, -0.9193924077105021, -0.9073003609515231, -0.9161000554157606, -0.9133618487394515, -0.8902324428037945, -0.9131572122675272, -0.9127715629679968, -0.9165089966680664, -0.9221173706601671, -0.907590186236051, -0.9125456512456348, -0.9159360255180441, -0.9134893178055782, -0.9373547182177479, -0.9196495964496961, -0.942943229196076, -0.9220111394638898, -0.9215221067449498, -0.9346069679563357, -0.9231936689570731, -0.9340090516063887, -0.9288837062040565, -0.9033232436650235, -0.8895662634348881, -0.896886612340642, -0.9057242428462297, -0.8897206603791967, -0.8924121024626965, -0.9106340760926946, -0.8990347803713624, -0.919593045865378, -0.9515364672328684, -0.9705597887580014, -0.9759806661747831, -0.9733644190099052, -0.9681816976828189, -0.9635910814291366, -0.9833254806706513, -1.0382196034586597, -1.0394245626667922]",True,0.8000,0.6000,0.4000,0.1000,0.2000,0.0100,2.0000,True
