trial,stimulus,outcome,choice,rt,trace,timeout,w_s,w_n,threshold_a,t,noise_std_dev,dt,max_time,affect_stress
0,go,Hit,1,0.1500,"[0.0, 0.006594389125060229, 0.016918363666875467, 0.060162732264172125, 0.07905424532312068, 0.10049376677540647]",False,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
1,go,Hit,1,0.1700,"[0.0, 0.03353080028420393, 0.04005586326314419, 0.04415508544283174, 0.0646757082321527, 0.05893211182785371, 0.09635521728856612, 0.10567466426045874]",False,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
2,nogo,False Alarm,1,0.4200,"[0.0, 0.0012640843341016872, -0.017713642787442575, 0.01518677333741968, 0.013190778727061736, -0.013601558386214097, -0.021498563061740333, -0.018244433012963367, -0.04287859021023138, -0.046964443918429515, -0.03883187354732803, -0.0040839792553546694, -0.03831195613644996, -0.024369429650258196, -0.011465723640910221, -0.053296097791545025, -0.028716692714741206, -0.030098736684575047, 0.006141852140841422, -0.027141461608115824, -0.016956675892027682, -0.00807803577798082, 0.021042497639489306, 0.024769022906750766, 0.039899364018418, 0.04007535389017291, 0.05199583924255418, 0.04461046736655542, 0.05241649867683681, 0.05254328760140882, 0.0718904630623723, 0.08899813809652457, 0.1038919175752166]",False,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
3,go,Hit,1,0.1900,"[0.0, -0.009283065066308258, 0.003147072296351472, -0.024599232971272082, -0.018096054235818802, 0.010295080312690625, 0.06377177453173152, 0.08179783230791073, 0.06556000979656047, 0.10772311779988608]",False,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
4,nogo,Correct Rejection,0,2.0000,"[0.0, -0.02229368188833058, -0.022139836574253304, -0.03278888474836274, -0.050220529025539744, -0.03042379883680543, -0.04782389019092913, -0.0710417282085336, -0.08958904689934152, -0.0913590938608225, -0.09415753649866807, -0.08232067515561507, -0.07545428591622759, -0.10894556155432984, -0.13341999515566702, -0.16318331047424925, -0.1917891494251242, -0.18171089645290067, -0.14115998984216252, -0.13591881684327276, -0.16429674654583437, -0.16877289545664162, -0.18117481603422556, -0.18958920432854082, -0.19519522229033695, -0.2031086279244036, -0.18098317953897075, -0.16333362913590738, -0.15992862866010796, -0.17017115325188353, -0.1453158228556901, -0.15544461433194495, -0.1280598693305953, -0.10435456427479065, -0.1409569199587839, -0.17097525774044114, -0.13645736690108376, -0.10922090827788988, -0.09198526549978245, -0.05908444949194053, -0.06008043713078214, -0.07020502696878413, -0.07794898287128976, -0.08890512937279436, -0.12103085589429774, -0.1171878451115848, -0.14027858672140386, -0.13838140295708817, -0.15504208490008492, -0.1488106439683788, -0.1851640813684059, -0.22084040726441856, -0.1928503277911424, -0.18885033260076264, -0.21291187736528172, -0.22539454302496725, -0.25417778943796054, -0.2709521409395275, -0.28204857881954426, -0.3010883656738594, -0.3055021900124987, -0.3254551070049103, -0.3342319349180197, -0.31854514453485144, -0.3226527186343447, -0.333015765128073, -0.33280374930420226, -0.3299690500095737, -0.32450611615554353, -0.27939887508819994, -0.24874308528709357, -0.25818831811409754, -0.2863794341966417, -0.30359586152022777, -0.31603465718927376, -0.3032413076351253, -0.2891527135224877, -0.26235371265154045, -0.2500674602144215, -0.2230835472658088, -0.21281743812882808, -0.18152236797831664, -0.21645566180976678, -0.2581165745323992, -0.2828696762268356, -0.2638373202633715, -0.2721006808158294, -0.2682111017714965, -0.24783659546566747, -0.2708877543680956, -0.27905265725888484, -0.2520076175118962, -0.29914374952905726, -0.29805649256632244, -0.3339026129036436, -0.3697368107067067, -0.38572344477866116, -0.4063917315106161, -0.3936536259253111, -0.40431781350839124, -0.405450422065393, -0.4063009472615068, -0.40813905099002723, -0.4218566039568463, -0.41016635576806987, -0.36889688125727504, -0.402966326111152, -0.43299728627998657, -0.45653763868245645, -0.4532363037580749, -0.46149609566908695, -0.471447486478859, -0.4588717786722457, -0.44635570407041836, -0.4239510051354496, -0.4029215516490783, -0.4170633183563804, -0.38541617765785396, -0.38052065909561583, -0.38553929974477963, -0.3878014775304079, -0.3833807000105605, -0.39186747642685515, -0.3968838247965242, -0.4113204501575525, -0.4196399191637866, -0.4358913157679845, -0.4355247386347016, -0.43702457369552, -0.455665287379944, -0.4815559166758551, -0.47607473953642704, -0.5016884355490364, -0.49000417978670685, -0.5071857425048142, -0.4952746864474665, -0.4890519221306312, -0.47466963476944724, -0.48886692996453424, -0.4741200730302379, -0.4827496599228297, -0.5015513651574055, -0.5026237352269436, -0.4975250986238711, -0.475233578501076, -0.49208426597975036, -0.5009112437907918, -0.5333168464224751, -0.5093326665707493, -0.49837034674512837, -0.4963476327595153, -0.5134156429960146, -0.5635735752772655, -0.549002625109889, -0.552838628100476, -0.5686585219617069, -0.572570262110156, -0.5984272534260973, -0.60438341919415, -0.6315809031173751, -0.6364574354632332, -0.6624557456274324, -0.6708981605966203, -0.6852673799393357, -0.7127212615631114, -0.7250071868993787, -0.7166801408547675, -0.708651022048972, -0.6954666427263219, -0.7093363212438035, -0.6902970899859677, -0.6846768958299536, -0.6864624826557454, -0.6638420351269928, -0.6628981774530304, -0.6593470098666008, -0.6665790178106962, -0.6685093781960539, -0.658514450236406, -0.6864769699675657, -0.7123689013667241, -0.7326169859181645, -0.7447736208703495, -0.7145731820319068, -0.7241670264610254, -0.7637840893823346, -0.7391681799393279, -0.7371147570498379, -0.7419286092005982, -0.7013878625353238, -0.7050757328081908]",True,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
5,nogo,Correct Rejection,0,2.0000,"[0.0, 0.000581481791250647, -0.04188280197632055, -0.04712418126165446, -0.02446169112549163, -0.013502229731587524, -0.029568043004005392, 0.0082994577486926, 0.0316637285267086, 0.015283090419392274, 0.02007461569604336, -0.007641313215932685, -0.03812573103548075, -0.05642482124996025, -0.061210421854062724, -0.06063326250151932, -0.049676919568222226, -0.0618521999009443, -0.04819219537581447, -0.0883154399319818, -0.08938663069018518, -0.09404072408962719, -0.08220534383474232, -0.06972170202412065, -0.08530552837929706, -0.04576082431501079, -0.03354059329513126, -0.018781476374016844, -0.02126964753119947, -0.054454809917304704, -0.05436890139491269, -0.04971801821558853, -0.07249466775052034, -0.06180149396393354, -0.051781915286688907, -0.06611371498505653, -0.08350657817718223, -0.06409298439157107, -0.041483512350105944, -0.030888532909375634, -0.04041809567661962, -0.03652674111371253, -0.030826291174087507, -0.07197629425710966, -0.04761122696985513, -0.03926857118117065, -0.03146834745862916, -0.05015731551359871, -0.06514853826424104, -0.06966501852078165, -0.07702542096027784, -0.06984444038273761, -0.059087516945822746, -0.030698814116617526, -0.04320000421668482, -0.09839767004100872, -0.12267450572118069, -0.10690911164873279, -0.1130357348485311, -0.12657382396735772, -0.12299092982989984, -0.11533780719286821, -0.08409231459409638, -0.11337763167007942, -0.11964410660904246, -0.1319093401070371, -0.12181469148929505, -0.11150135751834737, -0.14006049675585347, -0.11506102770174031, -0.0906596262942386, -0.08626326690228735, -0.05819964680261901, -0.017903883704464316, -0.034761033036041694, -0.004287195632037034, 0.019697900652707333, 0.019611663349682368, 0.05824583878134252, 0.03519710249294444, 0.05361845328861791, 0.05055265489684539, 0.05947754959368681, 0.04827641907294002, 0.0535280539605795, 0.021782934974520288, -0.011309883761882918, -0.03466416402536986, -0.0020287170538507496, 0.024698606300702305, 0.018685735605997338, 0.0017883082530115932, -0.0010700443211392936, -0.021145408734583808, -0.01909961649666315, 0.026917076992529664, -0.009646944322760562, -0.01431188756925404, -0.006210775838845798, -0.04739687766483061, -0.07368308039111185, -0.05412581484327733, -0.07260752259478227, -0.053693201099577564, -0.07028439967627284, -0.031338062211415066, -0.026454084760969634, -0.019526876294194223, -0.05505966168076847, -0.06440512183326201, -0.05736990650941109, -0.07726241100550281, -0.08252453341274593, -0.11234989779136294, -0.09186494294464727, -0.11365376806794476, -0.10405401241519266, -0.11429026183886154, -0.1106042543024624, -0.03649058930943226, -0.05601841588702697, -0.05778133148989974, -0.05760099377977359, -0.029262261916987452, -0.03208799699094978, -0.04357936396096334, -0.0729737258188568, -0.039444036153370936, -0.05183211577682577, -0.0352921084858325, -0.06715699668401146, -0.0663714590917683, -0.08559954716087827, -0.09682480514745966, -0.10923010791032065, -0.11627023987721732, -0.10353054909311216, -0.11403135922549285, -0.1300553288271517, -0.15519067676290496, -0.13791032261180033, -0.15350290339142525, -0.15784492680673756, -0.16989582281912222, -0.17552174435498574, -0.16421872405750504, -0.1669118338508858, -0.16783726242932193, -0.16698886871996665, -0.15179154100581965, -0.1478753135206971, -0.12345181390718188, -0.10719143789842105, -0.11638212995435498, -0.10446179053483634, -0.10544732267071921, -0.13276496127481047, -0.16496819869661514, -0.1532311573953193, -0.1608704312522956, -0.11688091671431738, -0.12388370726989577, -0.1394278099219498, -0.1840659055092979, -0.18065956229414176, -0.1967080555030615, -0.19238821724256042, -0.19012006787557462, -0.19348803564240552, -0.1753222515575924, -0.15660191127632675, -0.13619861575997505, -0.11282398401165394, -0.11047696676834304, -0.14344989667811606, -0.13749165561362175, -0.1271690149343143, -0.11342575806597226, -0.1287025207343523, -0.11640153590283628, -0.13585821470656984, -0.1443835912188284, -0.13747929364079656, -0.14968251685657707, -0.1744708055443689, -0.1894295293830865, -0.22864080202888173, -0.2492462408664278, -0.28745784962476517, -0.2734028702826871, -0.26585617797938876]",True,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
6,go,Hit,1,0.2300,"[0.0, -0.01361135523616136, -0.01723038859306259, 0.011215167500906079, 0.007362726935662634, 0.016548636498054964, 0.03095844609910782, 0.04812559324218592, 0.05330101298862369, 0.08042591205287344, 0.07145020796121486, 0.08243149398367458, 0.09181819866699442, 0.10577075177553613]",False,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
7,go,Hit,1,0.1700,"[0.0, 0.030239451146652208, 0.04710262786124547, 0.06653787430477688, 0.08134631639425917, 0.09166891850937343, 0.09258337728598307, 0.13540518031972065]",False,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
8,nogo,Correct Rejection,0,2.0000,"[0.0, -0.007957004780653216, 0.0069567994489242654, 0.061622283735106205, 0.010810699950168513, 0.012524364186080895, -0.0015768930925526125, -0.021211682545525752, -0.04387503034535517, -0.07045044769488473, -0.10197346970268815, -0.11124354761842536, -0.09082490286194907, -0.1154568143781814, -0.09153512198663896, -0.05814047235489631, -0.05893560258120292, -0.05591686843402247, -0.04520126934603171, -0.03531701442323945, -0.02480398239289659, -0.06263637683776918, -0.05524246641884233, -0.046163076507737356, -0.06811113719103817, -0.07318720866367762, -0.06322514781745234, -0.028279354547035264, -0.049923382832669845, -0.08205414600750796, -0.08665760290789665, -0.08819090906513788, -0.10659206170553275, -0.10284558346529299, -0.10286986789599327, -0.11773986752220977, -0.12657621726716312, -0.1351205286759154, -0.15950709682541475, -0.20886823316983036, -0.24222745824324632, -0.24974620562091382, -0.271584426443044, -0.2810914985286584, -0.31221609921466453, -0.3437998474417397, -0.3381726811633871, -0.3186113019754058, -0.3136195771714874, -0.2960281057868199, -0.2966957365189146, -0.31914146487820355, -0.31457658912262465, -0.3000663298103419, -0.36396779144136154, -0.38372042634539794, -0.4146667774702006, -0.4080553763209192, -0.43273873926176665, -0.44696907014939413, -0.4570194861448967, -0.508497384811907, -0.5295030506037967, -0.5672864821487679, -0.5928335553456362, -0.5985021744279413, -0.5995033473707178, -0.5845610787865816, -0.6071251271020566, -0.5719277075643747, -0.5500482244554203, -0.5748414685748712, -0.5716354252531766, -0.5763051416016327, -0.6014748864256708, -0.6044288933018968, -0.6135035689836393, -0.6116520123950607, -0.6476128860577106, -0.6830373798659316, -0.6813748254795902, -0.6803794104857732, -0.6806532827433893, -0.6785468263493426, -0.7192396791218283, -0.7149238777980269, -0.7270131449762961, -0.7255392768546809, -0.7313377059133006, -0.7575124569206197, -0.7680537318976586, -0.7478693251076015, -0.7850736708336596, -0.7855824260019035, -0.8024093864374867, -0.805539483512064, -0.8268640496143495, -0.7992595794250048, -0.8266549672689361, -0.8444101674826968, -0.8670780504571691, -0.8756657896915787, -0.8614970605258674, -0.8527569202313097, -0.8686772918059038, -0.859846049924528, -0.8768257495150941, -0.8678806375635414, -0.88879886565105, -0.9322072251320389, -0.9016244738416807, -0.8814946664612416, -0.8975562475001325, -0.8971407476331348, -0.8887252278306969, -0.8951937002917352, -0.8959198658973903, -0.8888562347492723, -0.9020638012443385, -0.9143352848078546, -0.8838791879195029, -0.8869156683638605, -0.8920702029800813, -0.8939357243928416, -0.8541711695096923, -0.8569036408931572, -0.8327708068381906, -0.8381338081300368, -0.8657674662623429, -0.8559405206751483, -0.8634742337244933, -0.8839197608439117, -0.851248748636392, -0.8800281035573511, -0.8975256296143058, -0.9229144192426442, -0.8961765604401617, -0.8781353005743576, -0.8943835733189504, -0.8928528905450963, -0.8814956418257047, -0.8720346648555294, -0.9165947461610355, -0.9120307979985202, -0.9365427604375506, -0.9295398717445882, -0.9267224798216648, -0.9447469065622227, -0.9664503984372051, -0.9783043278843554, -0.990606798224833, -1.0163190681436347, -1.0462718020515132, -1.0371191407312872, -1.0571892316637967, -1.0903659985968044, -1.0886545666777814, -1.109670785228386, -1.1074926735492088, -1.1424156993226988, -1.12940701449635, -1.1675866387876912, -1.1626458585494235, -1.168400416977984, -1.1843016547674463, -1.1710048027340791, -1.1800598938168403, -1.2083299723198355, -1.218273815092158, -1.1954867266044482, -1.1894083706346679, -1.1735373946769467, -1.1438369722230477, -1.119945267734091, -1.1140374320922366, -1.1172490387204488, -1.1375923751517432, -1.1222545793993406, -1.0936396246900109, -1.0821259646668377, -1.1014104540363654, -1.093814416407799, -1.0859356361716097, -1.1170998421493017, -1.1384807254331972, -1.156002236497706, -1.1756769012448143, -1.1650196062495624, -1.1812041471608765, -1.1514957383552515, -1.1701198742247898]",True,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
9,go,Hit,1,0.2300,"[0.0, 0.0019340019788481426, -0.026431905015395194, -0.016502005765032295, -0.020220442588299015, -0.014182461423222395, -0.010274214603452552, 0.02388119587471312, 0.015623002479717606, 0.07349655134384157, 0.07648128653523419, 0.09445872042644568, 0.09963528455022856, 0.11025276139838028]",False,0.8000,0.3000,0.4000,0.1000,0.2000,0.0100,2.0000,True
